TransactionID,CardType,CardTier,AmountUSD,MerchantCategory,DeviceOS,CountryCode,CVV_Result,ThreeDSecureStatus,VelocityLastHour,RiskEngineScore,IsChargeback
CGW_0001624,DEBIT,SIGNATURE,2670.01,7995_BETTING,iOS,AE,MATCH,SUCCESS_BIOMETRIC,7,0.88,1
CGW_0001625,CORPORATE,GOLD,2578.95,5732_ELECTRONICS,Windows_Chrome,IN,MATCH,SUCCESS_BIOMETRIC,6,0.60,0
CGW_0001626,DEBIT,SIGNATURE,801.98,5411_GROCERY,Linux_Firefox,DE,MATCH,SUCCESS_OTP,4,0.59,0
CGW_0001627,CREDIT,CLASSIC,1284.07,4722_TRAVEL,Linux_Firefox,CA,MATCH,SUCCESS_OTP,2,0.31,0
CGW_0001628,DEBIT,SIGNATURE,3231.93,4829_MONEY_TRANSFER,Windows_Chrome,AE,MISMATCH,SUCCESS_OTP,10,0.69,1
CGW_0001629,CREDIT,PLATINUM,3416.55,7995_BETTING,MacOS_Safari,CA,MATCH,SUCCESS_OTP,12,0.72,1
CGW_0001630,PREPAID,INFINITE,3876.41,4829_MONEY_TRANSFER,Windows_Chrome,AE,MATCH,FAILED,4,0.65,1
CGW_0001631,PREPAID,PLATINUM,1953.37,7995_BETTING,Android,AE,MISMATCH,BYPASSED,12,0.72,1
CGW_0001632,CREDIT,CLASSIC,2273.59,4829_MONEY_TRANSFER,MacOS_Safari,AE,MISMATCH,SUCCESS_BIOMETRIC,10,0.83,1
CGW_0001633,CORPORATE,GOLD,1348.58,4829_MONEY_TRANSFER,MacOS_Safari,SG,MISMATCH,SUCCESS_BIOMETRIC,4,0.37,1
CGW_0001634,CORPORATE,CLASSIC,3805.11,4829_MONEY_TRANSFER,Android,GB,MATCH,BYPASSED,12,0.68,0
CGW_0001635,DEBIT,CLASSIC,1703.84,7995_BETTING,Windows_Chrome,SG,MATCH,BYPASSED,10,0.58,1
CGW_0001636,CORPORATE,SIGNATURE,264.33,4722_TRAVEL,Linux_Firefox,CA,MATCH,BYPASSED,11,0.97,1
CGW_0001637,CORPORATE,SIGNATURE,2389.13,4722_TRAVEL,MacOS_Safari,US,MISMATCH,FAILED,6,0.84,1
CGW_0001638,PREPAID,INFINITE,1437.61,4722_TRAVEL,Windows_Chrome,US,MATCH,FAILED,8,0.55,0
CGW_0001639,PREPAID,PLATINUM,1280.77,7995_BETTING,Windows_Chrome,AU,MATCH,FAILED,4,0.69,1
CGW_0001640,CREDIT,PLATINUM,3525.19,5812_RESTAURANT,Android,AU,MATCH,SUCCESS_OTP,12,0.89,1
CGW_0001641,PREPAID,INFINITE,1929.54,4829_MONEY_TRANSFER,MacOS_Safari,AE,MATCH,FAILED,1,0.27,0
CGW_0001642,PREPAID,GOLD,226.07,7995_BETTING,Windows_Chrome,SG,MISMATCH,SUCCESS_BIOMETRIC,12,0.73,1
CGW_0001643,DEBIT,INFINITE,3979.82,5732_ELECTRONICS,iOS,GB,MATCH,SUCCESS_BIOMETRIC,7,0.48,1
CGW_0001644,CREDIT,SIGNATURE,793.52,4722_TRAVEL,Linux_Firefox,DE,MATCH,SUCCESS_OTP,9,0.73,0
CGW_0001645,CREDIT,GOLD,3488.76,5411_GROCERY,Windows_Chrome,SG,MATCH,SUCCESS_OTP,9,0.29,1
CGW_0001646,PREPAID,PLATINUM,2134.22,4722_TRAVEL,Linux_Firefox,SG,MATCH,SUCCESS_BIOMETRIC,10,0.95,1
CGW_0001647,DEBIT,GOLD,812.64,7995_BETTING,MacOS_Safari,SG,MATCH,SUCCESS_OTP,6,0.16,1
CGW_0001648,PREPAID,PLATINUM,153.12,5732_ELECTRONICS,iOS,AU,MATCH,BYPASSED,1,0.79,0
CGW_0001649,PREPAID,GOLD,3831.77,4829_MONEY_TRANSFER,Android,AE,MATCH,BYPASSED,11,0.37,0
CGW_0001650,CREDIT,GOLD,3249.44,5411_GROCERY,Android,CA,MISMATCH,SUCCESS_BIOMETRIC,6,0.23,1
CGW_0001651,PREPAID,GOLD,509.25,5732_ELECTRONICS,iOS,SG,MISMATCH,SUCCESS_BIOMETRIC,11,0.63,1
CGW_0001652,CORPORATE,SIGNATURE,2688.77,5812_RESTAURANT,Android,AU,MATCH,SUCCESS_BIOMETRIC,4,0.22,0
CGW_0001653,CORPORATE,CLASSIC,4430.19,4722_TRAVEL,iOS,US,MATCH,FAILED,9,0.88,1
CGW_0001654,DEBIT,GOLD,668.00,4829_MONEY_TRANSFER,Windows_Chrome,DE,MATCH,FAILED,5,0.18,0
CGW_0001655,PREPAID,GOLD,2247.94,4722_TRAVEL,Android,GB,MATCH,BYPASSED,11,0.72,0
CGW_0001656,CORPORATE,GOLD,1878.56,5411_GROCERY,MacOS_Safari,AU,MATCH,SUCCESS_OTP,5,0.52,0
CGW_0001657,PREPAID,INFINITE,3672.80,5411_GROCERY,Windows_Chrome,AE,MATCH,BYPASSED,5,0.95,1
CGW_0001658,PREPAID,CLASSIC,2885.53,4829_MONEY_TRANSFER,Linux_Firefox,AU,MATCH,BYPASSED,11,0.53,0
CGW_0001659,PREPAID,PLATINUM,2175.67,5732_ELECTRONICS,Linux_Firefox,DE,MATCH,SUCCESS_BIOMETRIC,9,0.78,0
CGW_0001660,DEBIT,PLATINUM,2605.81,4829_MONEY_TRANSFER,MacOS_Safari,IN,MATCH,SUCCESS_OTP,8,0.67,0
CGW_0001661,CORPORATE,INFINITE,3557.84,5812_RESTAURANT,Android,US,MATCH,SUCCESS_OTP,7,0.83,0
CGW_0001662,CORPORATE,SIGNATURE,3206.08,5732_ELECTRONICS,iOS,IN,MATCH,SUCCESS_OTP,4,0.32,0
CGW_0001663,CREDIT,CLASSIC,3992.82,7995_BETTING,MacOS_Safari,CA,MATCH,FAILED,1,0.04,1
CGW_0001664,CREDIT,INFINITE,945.63,5411_GROCERY,MacOS_Safari,US,MATCH,SUCCESS_BIOMETRIC,2,0.88,1
CGW_0001665,CORPORATE,GOLD,1535.78,5732_ELECTRONICS,Linux_Firefox,GB,MATCH,SUCCESS_BIOMETRIC,7,0.06,0
CGW_0001666,PREPAID,CLASSIC,2345.50,7995_BETTING,Android,IN,MATCH,SUCCESS_OTP,1,0.92,1
CGW_0001667,CORPORATE,INFINITE,3663.15,5411_GROCERY,iOS,SG,MATCH,BYPASSED,7,0.10,0
CGW_0001668,CREDIT,PLATINUM,2821.78,5812_RESTAURANT,iOS,AU,MATCH,BYPASSED,10,0.16,0
CGW_0001669,PREPAID,INFINITE,3134.72,4829_MONEY_TRANSFER,Windows_Chrome,US,MATCH,FAILED,1,0.26,1
CGW_0001670,CREDIT,CLASSIC,2314.55,4722_TRAVEL,Linux_Firefox,AE,MATCH,SUCCESS_BIOMETRIC,7,0.12,0
CGW_0001671,CREDIT,INFINITE,3831.11,5812_RESTAURANT,MacOS_Safari,CA,MATCH,SUCCESS_BIOMETRIC,5,0.94,1
CGW_0001672,PREPAID,CLASSIC,235.38,5812_RESTAURANT,Windows_Chrome,AU,MISMATCH,FAILED,6,0.58,1
CGW_0001673,CREDIT,INFINITE,375.90,4722_TRAVEL,iOS,CA,MATCH,SUCCESS_OTP,1,0.13,0
CGW_0001674,CREDIT,INFINITE,2594.22,5812_RESTAURANT,Android,AE,MATCH,BYPASSED,7,0.82,0
CGW_0001675,CORPORATE,SIGNATURE,532.26,4722_TRAVEL,MacOS_Safari,DE,MATCH,BYPASSED,8,0.46,0
CGW_0001676,CORPORATE,PLATINUM,1547.64,5732_ELECTRONICS,Windows_Chrome,CA,MATCH,SUCCESS_BIOMETRIC,12,0.96,1
CGW_0001677,CORPORATE,GOLD,1386.21,5411_GROCERY,Android,AU,MATCH,BYPASSED,10,0.04,0
CGW_0001678,DEBIT,GOLD,133.72,4722_TRAVEL,MacOS_Safari,AU,MATCH,FAILED,6,0.95,1
CGW_0001679,PREPAID,GOLD,1426.22,4722_TRAVEL,Windows_Chrome,GB,MATCH,SUCCESS_BIOMETRIC,3,0.76,0
CGW_0001680,DEBIT,INFINITE,3035.47,5732_ELECTRONICS,Linux_Firefox,SG,MATCH,FAILED,3,0.71,1
CGW_0001681,CREDIT,SIGNATURE,4104.02,5411_GROCERY,Android,IN,MATCH,SUCCESS_OTP,4,0.02,0
CGW_0001682,CORPORATE,GOLD,396.64,5812_RESTAURANT,Windows_Chrome,DE,MATCH,SUCCESS_OTP,1,0.52,0
CGW_0001683,CORPORATE,CLASSIC,1785.78,5411_GROCERY,iOS,AE,MATCH,BYPASSED,8,0.89,1
CGW_0001684,CREDIT,CLASSIC,4246.28,4722_TRAVEL,Android,CA,MISMATCH,SUCCESS_OTP,4,0.47,1
CGW_0001685,PREPAID,PLATINUM,692.76,5812_RESTAURANT,MacOS_Safari,DE,MATCH,BYPASSED,1,0.34,0
CGW_0001686,CORPORATE,PLATINUM,1023.83,5732_ELECTRONICS,iOS,AU,MATCH,BYPASSED,11,0.16,0
CGW_0001687,PREPAID,CLASSIC,4126.40,5411_GROCERY,Linux_Firefox,SG,MISMATCH,BYPASSED,7,0.51,1
CGW_0001688,CREDIT,PLATINUM,2006.07,5411_GROCERY,MacOS_Safari,AE,MATCH,BYPASSED,5,0.50,0
CGW_0001689,DEBIT,INFINITE,1427.94,5411_GROCERY,iOS,IN,MATCH,SUCCESS_OTP,12,0.60,0
CGW_0001690,DEBIT,GOLD,141.06,7995_BETTING,MacOS_Safari,DE,MISMATCH,SUCCESS_BIOMETRIC,6,0.16,1
CGW_0001691,CORPORATE,PLATINUM,4339.24,5732_ELECTRONICS,Android,AE,MISMATCH,SUCCESS_BIOMETRIC,11,0.52,1
CGW_0001692,DEBIT,INFINITE,1364.86,5732_ELECTRONICS,Android,US,MATCH,SUCCESS_OTP,10,0.12,0
CGW_0001693,CREDIT,PLATINUM,2747.70,4722_TRAVEL,MacOS_Safari,DE,MATCH,BYPASSED,1,0.04,0
CGW_0001694,CREDIT,GOLD,1909.99,7995_BETTING,Linux_Firefox,DE,MISMATCH,SUCCESS_BIOMETRIC,5,0.09,1
CGW_0001695,PREPAID,SIGNATURE,3959.49,4722_TRAVEL,Windows_Chrome,DE,MATCH,SUCCESS_OTP,7,0.48,1
CGW_0001696,PREPAID,SIGNATURE,4272.84,4829_MONEY_TRANSFER,iOS,DE,MATCH,SUCCESS_BIOMETRIC,6,0.23,1
CGW_0001697,CREDIT,SIGNATURE,1431.58,5812_RESTAURANT,Windows_Chrome,AU,MATCH,BYPASSED,4,0.42,0
CGW_0001698,CORPORATE,CLASSIC,4010.14,5732_ELECTRONICS,Windows_Chrome,IN,MATCH,FAILED,10,0.04,0
CGW_0001699,DEBIT,GOLD,4053.42,7995_BETTING,MacOS_Safari,CA,MISMATCH,SUCCESS_BIOMETRIC,11,0.55,1
CGW_0001700,PREPAID,CLASSIC,1609.67,4722_TRAVEL,Linux_Firefox,SG,MATCH,FAILED,6,0.57,0
CGW_0001701,DEBIT,GOLD,785.78,7995_BETTING,MacOS_Safari,AE,MATCH,SUCCESS_OTP,2,0.23,1
CGW_0001702,PREPAID,INFINITE,3952.58,4722_TRAVEL,MacOS_Safari,AE,MATCH,SUCCESS_BIOMETRIC,8,0.88,1
CGW_0001703,CORPORATE,SIGNATURE,1066.13,5732_ELECTRONICS,Windows_Chrome,CA,MATCH,FAILED,2,0.20,0
CGW_0001704,CORPORATE,INFINITE,4276.26,5732_ELECTRONICS,Windows_Chrome,CA,MATCH,FAILED,3,0.04,0
CGW_0001705,CORPORATE,SIGNATURE,844.88,4722_TRAVEL,iOS,SG,MISMATCH,SUCCESS_BIOMETRIC,8,0.21,1
CGW_0001706,CORPORATE,CLASSIC,1459.59,5732_ELECTRONICS,iOS,DE,MISMATCH,SUCCESS_BIOMETRIC,11,0.97,1
CGW_0001707,DEBIT,GOLD,1779.26,5732_ELECTRONICS,iOS,AE,MISMATCH,BYPASSED,1,0.70,1
CGW_0001708,DEBIT,SIGNATURE,2318.76,5812_RESTAURANT,Windows_Chrome,AE,MATCH,SUCCESS_OTP,11,0.63,0
CGW_0001709,CREDIT,SIGNATURE,1246.25,5411_GROCERY,Windows_Chrome,IN,MATCH,SUCCESS_BIOMETRIC,4,0.08,0
CGW_0001710,PREPAID,CLASSIC,2673.10,5732_ELECTRONICS,iOS,CA,MISMATCH,SUCCESS_BIOMETRIC,9,0.16,1
CGW_0001711,CREDIT,CLASSIC,1783.25,5411_GROCERY,Windows_Chrome,AU,MATCH,SUCCESS_BIOMETRIC,10,0.42,0
CGW_0001712,PREPAID,PLATINUM,2388.47,5812_RESTAURANT,iOS,CA,MATCH,BYPASSED,12,0.83,0
CGW_0001713,CREDIT,INFINITE,851.07,7995_BETTING,Linux_Firefox,SG,MISMATCH,SUCCESS_BIOMETRIC,4,0.02,1
CGW_0001714,CREDIT,CLASSIC,626.51,5732_ELECTRONICS,Linux_Firefox,SG,MATCH,FAILED,12,0.74,0
CGW_0001715,CREDIT,CLASSIC,1459.34,5411_GROCERY,MacOS_Safari,GB,MATCH,FAILED,3,0.65,0
CGW_0001716,PREPAID,CLASSIC,128.10,5411_GROCERY,Windows_Chrome,SG,MISMATCH,BYPASSED,1,0.46,1
CGW_0001717,CORPORATE,CLASSIC,2839.06,4722_TRAVEL,MacOS_Safari,GB,MATCH,BYPASSED,1,0.84,0
CGW_0001718,CORPORATE,PLATINUM,1553.08,5732_ELECTRONICS,Windows_Chrome,SG,MATCH,BYPASSED,2,0.76,0
CGW_0001719,CORPORATE,SIGNATURE,518.95,5812_RESTAURANT,Android,AU,MISMATCH,FAILED,5,0.41,1
CGW_0001720,CREDIT,SIGNATURE,1470.51,5812_RESTAURANT,Android,DE,MATCH,BYPASSED,2,0.02,0
CGW_0001721,CORPORATE,SIGNATURE,2998.76,5411_GROCERY,Windows_Chrome,AU,MISMATCH,SUCCESS_OTP,10,0.43,1
CGW_0001722,CREDIT,INFINITE,1640.60,5411_GROCERY,Android,IN,MATCH,FAILED,2,0.49,0
CGW_0001723,CREDIT,INFINITE,3515.71,7995_BETTING,iOS,US,MISMATCH,SUCCESS_OTP,11,0.46,1
CGW_0001724,DEBIT,PLATINUM,1968.08,5411_GROCERY,MacOS_Safari,IN,MATCH,SUCCESS_BIOMETRIC,11,0.26,0
CGW_0001725,CORPORATE,GOLD,3009.41,5411_GROCERY,iOS,DE,MATCH,SUCCESS_OTP,1,0.55,0
CGW_0001726,DEBIT,CLASSIC,3160.93,7995_BETTING,Windows_Chrome,IN,MISMATCH,SUCCESS_OTP,6,0.44,1
CGW_0001727,PREPAID,GOLD,246.20,5411_GROCERY,Linux_Firefox,SG,MISMATCH,BYPASSED,4,0.94,1
CGW_0001728,PREPAID,SIGNATURE,2326.39,4722_TRAVEL,iOS,SG,MATCH,FAILED,11,0.43,0
CGW_0001729,CORPORATE,GOLD,2032.79,4722_TRAVEL,Android,DE,MATCH,SUCCESS_BIOMETRIC,10,0.72,0
CGW_0001730,CREDIT,CLASSIC,4360.15,7995_BETTING,Windows_Chrome,AU,MISMATCH,SUCCESS_BIOMETRIC,2,0.69,1
CGW_0001731,CORPORATE,INFINITE,3132.37,5411_GROCERY,iOS,IN,MISMATCH,SUCCESS_BIOMETRIC,9,0.29,1
CGW_0001732,CORPORATE,SIGNATURE,2354.18,5812_RESTAURANT,iOS,DE,MISMATCH,SUCCESS_OTP,8,0.28,1
CGW_0001733,CREDIT,GOLD,1565.13,7995_BETTING,Android,AE,MATCH,SUCCESS_OTP,7,0.33,1
CGW_0001734,CREDIT,GOLD,2631.45,5732_ELECTRONICS,Linux_Firefox,SG,MISMATCH,FAILED,3,0.34,1
CGW_0001735,CREDIT,PLATINUM,2891.75,5411_GROCERY,Android,IN,MATCH,SUCCESS_BIOMETRIC,5,0.10,0
CGW_0001736,DEBIT,SIGNATURE,3851.81,4829_MONEY_TRANSFER,iOS,SG,MATCH,BYPASSED,2,0.88,1
CGW_0001737,PREPAID,GOLD,573.06,4829_MONEY_TRANSFER,Linux_Firefox,US,MATCH,SUCCESS_OTP,4,0.60,0
CGW_0001738,CREDIT,SIGNATURE,1014.18,5411_GROCERY,iOS,AE,MISMATCH,BYPASSED,11,0.28,1
CGW_0001739,PREPAID,GOLD,3872.53,5732_ELECTRONICS,Android,CA,MISMATCH,FAILED,10,0.55,1
CGW_0001740,CREDIT,INFINITE,121.13,4722_TRAVEL,Windows_Chrome,AU,MATCH,SUCCESS_BIOMETRIC,5,0.26,0
CGW_0001741,CORPORATE,INFINITE,718.07,4722_TRAVEL,MacOS_Safari,US,MATCH,SUCCESS_BIOMETRIC,7,0.81,0
CGW_0001742,PREPAID,CLASSIC,89.69,7995_BETTING,Android,AE,MATCH,FAILED,5,0.90,1
CGW_0001743,PREPAID,CLASSIC,2331.55,5411_GROCERY,Windows_Chrome,IN,MISMATCH,FAILED,5,0.49,1
CGW_0001744,CORPORATE,INFINITE,1756.38,4722_TRAVEL,Windows_Chrome,US,MISMATCH,FAILED,2,0.24,1
CGW_0001745,CREDIT,INFINITE,3184.01,4829_MONEY_TRANSFER,Windows_Chrome,CA,MATCH,FAILED,3,0.24,0
CGW_0001746,PREPAID,INFINITE,2454.83,4829_MONEY_TRANSFER,iOS,SG,MATCH,BYPASSED,6,0.86,1
CGW_0001747,DEBIT,SIGNATURE,3218.30,5812_RESTAURANT,Windows_Chrome,GB,MISMATCH,SUCCESS_BIOMETRIC,12,0.70,1
CGW_0001748,PREPAID,PLATINUM,4017.91,5411_GROCERY,MacOS_Safari,CA,MATCH,BYPASSED,7,0.14,1
CGW_0001749,PREPAID,CLASSIC,3070.55,4722_TRAVEL,iOS,GB,MISMATCH,SUCCESS_OTP,12,0.58,1
CGW_0001750,CREDIT,INFINITE,2691.34,5732_ELECTRONICS,Linux_Firefox,AE,MISMATCH,SUCCESS_OTP,11,0.98,1
CGW_0001751,CREDIT,PLATINUM,3971.94,5411_GROCERY,Android,DE,MATCH,FAILED,5,0.53,0
CGW_0001752,DEBIT,PLATINUM,1703.33,5812_RESTAURANT,Linux_Firefox,IN,MISMATCH,FAILED,9,0.45,1
CGW_0001753,CREDIT,INFINITE,1701.41,4829_MONEY_TRANSFER,Android,AU,MISMATCH,SUCCESS_OTP,8,0.13,1
CGW_0001754,CORPORATE,INFINITE,3205.88,5411_GROCERY,MacOS_Safari,AE,MATCH,BYPASSED,10,0.51,0
CGW_0001755,DEBIT,PLATINUM,874.39,5411_GROCERY,Android,US,MATCH,SUCCESS_BIOMETRIC,11,0.85,0
CGW_0001756,CREDIT,SIGNATURE,806.25,5732_ELECTRONICS,MacOS_Safari,IN,MATCH,BYPASSED,8,0.42,0
CGW_0001757,PREPAID,SIGNATURE,2058.38,4829_MONEY_TRANSFER,Windows_Chrome,IN,MATCH,BYPASSED,3,0.66,0
CGW_0001758,PREPAID,SIGNATURE,4100.59,5411_GROCERY,Windows_Chrome,CA,MATCH,BYPASSED,7,0.30,0
CGW_0001759,PREPAID,INFINITE,4055.70,5411_GROCERY,iOS,GB,MISMATCH,SUCCESS_BIOMETRIC,7,0.50,1
CGW_0001760,DEBIT,SIGNATURE,1103.15,5812_RESTAURANT,Windows_Chrome,AE,MATCH,BYPASSED,2,0.48,0
CGW_0001761,CREDIT,INFINITE,1191.43,7995_BETTING,iOS,AU,MATCH,BYPASSED,6,0.33,1
CGW_0001762,DEBIT,INFINITE,3295.00,4829_MONEY_TRANSFER,MacOS_Safari,AE,MATCH,FAILED,8,0.14,1
CGW_0001763,CREDIT,GOLD,2441.09,4829_MONEY_TRANSFER,MacOS_Safari,AU,MATCH,SUCCESS_BIOMETRIC,6,0.60,0
CGW_0001764,CREDIT,CLASSIC,2184.31,4722_TRAVEL,iOS,AE,MISMATCH,FAILED,4,0.54,1
CGW_0001765,PREPAID,INFINITE,1033.76,5411_GROCERY,Windows_Chrome,SG,MATCH,SUCCESS_OTP,2,0.87,1
CGW_0001766,PREPAID,PLATINUM,294.52,7995_BETTING,iOS,AE,MATCH,FAILED,12,0.77,1
CGW_0001767,CREDIT,INFINITE,3015.28,4829_MONEY_TRANSFER,Linux_Firefox,AU,MISMATCH,BYPASSED,4,0.40,1
CGW_0001768,CORPORATE,INFINITE,4290.25,4722_TRAVEL,Linux_Firefox,SG,MATCH,FAILED,6,0.80,1
CGW_0001769,PREPAID,SIGNATURE,1719.97,5732_ELECTRONICS,Android,SG,MATCH,FAILED,7,0.10,0
CGW_0001770,PREPAID,PLATINUM,4405.02,5732_ELECTRONICS,Android,IN,MATCH,SUCCESS_OTP,3,0.36,0
CGW_0001771,DEBIT,INFINITE,769.76,5732_ELECTRONICS,iOS,AE,MISMATCH,BYPASSED,7,0.29,1
CGW_0001772,PREPAID,GOLD,1144.06,4829_MONEY_TRANSFER,Android,CA,MATCH,FAILED,6,0.67,0
CGW_0001773,CORPORATE,CLASSIC,1100.90,5732_ELECTRONICS,Android,IN,MATCH,SUCCESS_BIOMETRIC,11,0.89,1
CGW_0001774,CORPORATE,CLASSIC,2900.25,7995_BETTING,MacOS_Safari,AE,MATCH,BYPASSED,8,0.67,1
CGW_0001775,DEBIT,CLASSIC,2953.87,5411_GROCERY,MacOS_Safari,CA,MISMATCH,FAILED,1,0.85,1
CGW_0001776,CORPORATE,GOLD,2524.62,4722_TRAVEL,Linux_Firefox,GB,MATCH,SUCCESS_BIOMETRIC,1,0.14,0
CGW_0001777,PREPAID,GOLD,1182.04,4829_MONEY_TRANSFER,Android,CA,MATCH,FAILED,1,0.04,0
CGW_0001778,DEBIT,SIGNATURE,21.47,5411_GROCERY,iOS,AE,MATCH,SUCCESS_OTP,8,0.17,0
CGW_0001779,DEBIT,INFINITE,2857.26,4829_MONEY_TRANSFER,Windows_Chrome,IN,MATCH,BYPASSED,5,0.97,1
CGW_0001780,DEBIT,SIGNATURE,1667.06,5411_GROCERY,Windows_Chrome,AU,MATCH,FAILED,12,0.72,0
CGW_0001781,PREPAID,GOLD,4025.08,4829_MONEY_TRANSFER,MacOS_Safari,US,MATCH,FAILED,5,0.18,1
CGW_0001782,PREPAID,GOLD,2938.96,5812_RESTAURANT,Android,AU,MATCH,FAILED,11,0.62,0
CGW_0001783,DEBIT,GOLD,328.88,5411_GROCERY,Linux_Firefox,SG,MATCH,SUCCESS_OTP,9,0.81,0
CGW_0001784,CORPORATE,INFINITE,632.11,5411_GROCERY,Linux_Firefox,CA,MATCH,SUCCESS_OTP,10,0.29,0
CGW_0001785,DEBIT,INFINITE,3028.07,5812_RESTAURANT,MacOS_Safari,GB,MISMATCH,SUCCESS_OTP,6,0.78,1
CGW_0001786,CREDIT,CLASSIC,714.24,5812_RESTAURANT,Android,SG,MISMATCH,BYPASSED,4,0.98,1
CGW_0001787,CORPORATE,CLASSIC,2068.86,7995_BETTING,MacOS_Safari,IN,MISMATCH,BYPASSED,2,0.65,1
CGW_0001788,PREPAID,CLASSIC,2034.62,7995_BETTING,Windows_Chrome,GB,MATCH,SUCCESS_OTP,2,0.63,1
CGW_0001789,CORPORATE,GOLD,3530.95,4722_TRAVEL,Linux_Firefox,AE,MATCH,BYPASSED,1,0.23,0
CGW_0001790,CORPORATE,GOLD,3182.07,5812_RESTAURANT,Windows_Chrome,GB,MATCH,SUCCESS_OTP,8,0.59,0
CGW_0001791,DEBIT,GOLD,4379.54,4829_MONEY_TRANSFER,Windows_Chrome,CA,MATCH,SUCCESS_BIOMETRIC,8,0.23,1
CGW_0001792,PREPAID,CLASSIC,2592.87,7995_BETTING,MacOS_Safari,AU,MATCH,FAILED,2,0.44,1
CGW_0001793,CORPORATE,GOLD,3865.44,5411_GROCERY,Linux_Firefox,AU,MISMATCH,SUCCESS_OTP,1,0.33,1
CGW_0001794,CORPORATE,INFINITE,3805.11,7995_BETTING,Windows_Chrome,AU,MATCH,SUCCESS_OTP,2,0.59,1
CGW_0001795,PREPAID,SIGNATURE,124.92,5411_GROCERY,Linux_Firefox,DE,MISMATCH,BYPASSED,12,0.58,1
CGW_0001796,PREPAID,PLATINUM,981.54,5732_ELECTRONICS,Android,US,MISMATCH,BYPASSED,8,0.66,1
CGW_0001797,PREPAID,SIGNATURE,1793.62,5812_RESTAURANT,Windows_Chrome,DE,MATCH,SUCCESS_BIOMETRIC,2,0.41,0
CGW_0001798,CREDIT,CLASSIC,1545.66,4722_TRAVEL,Android,AU,MISMATCH,BYPASSED,6,0.47,1
CGW_0001799,PREPAID,CLASSIC,2581.33,5812_RESTAURANT,MacOS_Safari,IN,MATCH,SUCCESS_OTP,12,0.43,0
CGW_0001800,CORPORATE,GOLD,1979.31,5812_RESTAURANT,Linux_Firefox,AU,MATCH,BYPASSED,5,0.13,0
CGW_0001801,PREPAID,GOLD,1704.07,5411_GROCERY,iOS,AE,MATCH,SUCCESS_BIOMETRIC,9,0.22,0
CGW_0001802,CORPORATE,SIGNATURE,2755.92,5732_ELECTRONICS,Linux_Firefox,US,MATCH,SUCCESS_BIOMETRIC,8,0.86,1
CGW_0001803,DEBIT,GOLD,757.08,5732_ELECTRONICS,Windows_Chrome,US,MATCH,SUCCESS_BIOMETRIC,8,0.39,0
CGW_0001804,PREPAID,PLATINUM,1188.99,5411_GROCERY,iOS,GB,MATCH,SUCCESS_OTP,6,0.52,0
CGW_0001805,DEBIT,GOLD,57.58,5732_ELECTRONICS,Windows_Chrome,IN,MATCH,SUCCESS_BIOMETRIC,2,0.36,0
CGW_0001806,DEBIT,GOLD,3097.68,5411_GROCERY,Windows_Chrome,CA,MATCH,FAILED,2,0.45,1
CGW_0001807,CORPORATE,CLASSIC,269.17,5732_ELECTRONICS,iOS,GB,MISMATCH,SUCCESS_OTP,3,0.78,1
CGW_0001808,CORPORATE,PLATINUM,4104.72,5732_ELECTRONICS,iOS,AU,MATCH,BYPASSED,2,0.53,1
CGW_0001809,CREDIT,PLATINUM,35.29,7995_BETTING,Linux_Firefox,US,MATCH,FAILED,7,0.86,1
CGW_0001810,DEBIT,PLATINUM,670.89,5411_GROCERY,MacOS_Safari,AU,MATCH,SUCCESS_OTP,12,0.62,0
CGW_0001811,CREDIT,GOLD,2071.15,7995_BETTING,Android,AE,MATCH,BYPASSED,12,0.85,1
CGW_0001812,PREPAID,INFINITE,818.76,7995_BETTING,Linux_Firefox,GB,MISMATCH,BYPASSED,9,0.68,1
CGW_0001813,PREPAID,GOLD,1316.92,7995_BETTING,MacOS_Safari,SG,MATCH,BYPASSED,2,0.16,1
CGW_0001814,PREPAID,PLATINUM,2827.01,5812_RESTAURANT,Windows_Chrome,AU,MATCH,SUCCESS_BIOMETRIC,6,0.87,1
CGW_0001815,CREDIT,PLATINUM,1008.57,4722_TRAVEL,Linux_Firefox,AU,MATCH,SUCCESS_BIOMETRIC,10,0.60,0
CGW_0001816,DEBIT,CLASSIC,3595.54,5812_RESTAURANT,Linux_Firefox,SG,MATCH,SUCCESS_OTP,7,0.16,0
CGW_0001817,DEBIT,GOLD,3346.05,5411_GROCERY,MacOS_Safari,US,MATCH,BYPASSED,2,0.64,1
CGW_0001818,CORPORATE,PLATINUM,183.18,5812_RESTAURANT,MacOS_Safari,AU,MISMATCH,FAILED,10,0.59,1
CGW_0001819,CORPORATE,CLASSIC,1274.68,5732_ELECTRONICS,MacOS_Safari,DE,MISMATCH,BYPASSED,7,0.85,1
CGW_0001820,CORPORATE,PLATINUM,326.90,4722_TRAVEL,MacOS_Safari,AE,MATCH,SUCCESS_OTP,7,0.44,0
CGW_0001821,CREDIT,GOLD,1890.53,7995_BETTING,iOS,US,MATCH,SUCCESS_OTP,11,0.09,1
CGW_0001822,PREPAID,GOLD,35.75,5732_ELECTRONICS,Windows_Chrome,AU,MATCH,FAILED,9,0.15,0
CGW_0001823,PREPAID,GOLD,3379.15,4829_MONEY_TRANSFER,Android,AE,MATCH,SUCCESS_BIOMETRIC,1,0.22,0
