ApplicationID,ApplicantAge,EmploymentType,YearsOfExperience,MonthlyIncomeINR,RequestedLoanAmount,LoanTenureMonths,DebtToIncomeRatio,CIBIL_CreditScore,ExistingActiveLoansCount,LoanPurpose,HasCoApplicant,LoanDefaultRisk
APP_001633,50,SALARIED_GOVT,22.00,229082.65,2069882.68,36,0.28,848,0,DEBT_CONSOLIDATION,YES,0
APP_001634,41,SELF_EMPLOYED_PROFESSIONAL,12.20,73055.83,728768.73,60,0.41,641,0,EDUCATION,NO,0
APP_001635,27,SALARIED_MNC,21.60,266815.52,2343742.97,36,0.34,824,1,HOME_RENOVATION,YES,0
APP_001636,61,SALARIED_MNC,24.70,91861.72,800174.48,24,0.57,788,5,BUSINESS_EXPANSION,NO,1
APP_001637,50,BUSINESS_OWNER,3.20,277826.05,1086365.45,60,0.74,806,3,BUSINESS_EXPANSION,YES,1
APP_001638,35,SELF_EMPLOYED_PROFESSIONAL,24.70,213881.82,1966144.57,24,0.49,694,4,BUSINESS_EXPANSION,YES,0
APP_001639,32,BUSINESS_OWNER,10.80,149684.18,1102924.72,48,0.13,644,2,DEBT_CONSOLIDATION,NO,0
APP_001640,34,CONTRACTUAL,14.40,61279.73,488967.85,120,0.16,693,5,DEBT_CONSOLIDATION,YES,0
APP_001641,24,SALARIED_GOVT,23.50,110917.75,1011845.60,24,0.66,675,5,BUSINESS_EXPANSION,NO,1
APP_001642,36,SELF_EMPLOYED_PROFESSIONAL,23.10,60483.19,2019495.40,12,0.21,795,3,HOME_RENOVATION,YES,0
APP_001643,55,SALARIED_GOVT,7.30,142132.56,1659069.81,84,0.12,751,0,HOME_RENOVATION,NO,0
APP_001644,48,SALARIED_MNC,2.00,249269.47,1125798.12,84,0.55,598,4,VEHICLE_PURCHASE,NO,1
APP_001645,45,CONTRACTUAL,9.10,42071.46,1376879.48,48,0.34,632,5,EDUCATION,NO,1
APP_001646,39,SELF_EMPLOYED_PROFESSIONAL,19.00,214657.26,171100.38,84,0.72,735,3,EDUCATION,YES,1
APP_001647,39,BUSINESS_OWNER,11.70,65046.14,2458187.07,60,0.62,745,4,DEBT_CONSOLIDATION,YES,1
APP_001648,24,SALARIED_GOVT,6.30,64725.86,110299.25,60,0.11,801,3,DEBT_CONSOLIDATION,NO,0
APP_001649,38,SALARIED_MNC,18.40,113432.70,236441.52,48,0.16,745,4,HOME_RENOVATION,NO,0
APP_001650,40,SALARIED_GOVT,18.00,110706.36,2426430.58,120,0.64,801,3,VEHICLE_PURCHASE,NO,1
APP_001651,28,SALARIED_MNC,1.30,49746.53,955157.94,36,0.21,674,2,HOME_RENOVATION,YES,0
APP_001652,61,CONTRACTUAL,8.60,228832.65,1906862.43,36,0.45,602,3,MEDICAL_EMERGENCY,NO,1
APP_001653,53,SELF_EMPLOYED_PROFESSIONAL,5.30,97517.06,1893272.02,12,0.27,555,3,HOME_RENOVATION,YES,1
APP_001654,48,SALARIED_GOVT,14.30,122837.85,1843223.41,36,0.43,616,5,EDUCATION,YES,1
APP_001655,33,SALARIED_GOVT,18.40,298181.93,2318479.86,120,0.39,817,5,BUSINESS_EXPANSION,YES,0
APP_001656,50,SELF_EMPLOYED_PROFESSIONAL,5.80,318238.40,690974.43,48,0.50,659,3,EDUCATION,YES,0
APP_001657,47,BUSINESS_OWNER,9.80,332643.17,1206081.52,24,0.50,776,5,MEDICAL_EMERGENCY,YES,0
APP_001658,21,SELF_EMPLOYED_PROFESSIONAL,17.30,149601.73,2492796.13,60,0.70,841,5,BUSINESS_EXPANSION,YES,1
APP_001659,31,BUSINESS_OWNER,12.50,183763.40,598586.69,120,0.32,714,3,HOME_RENOVATION,YES,0
APP_001660,33,SELF_EMPLOYED_PROFESSIONAL,0.80,124438.83,1796974.80,84,0.70,846,5,EDUCATION,NO,1
APP_001661,25,CONTRACTUAL,20.20,322044.72,1305028.93,48,0.25,721,5,HOME_RENOVATION,YES,0
APP_001662,49,BUSINESS_OWNER,5.10,342209.61,387494.99,120,0.41,811,1,BUSINESS_EXPANSION,YES,0
APP_001663,22,SALARIED_GOVT,13.40,82529.45,209316.38,60,0.60,627,5,BUSINESS_EXPANSION,NO,1
APP_001664,44,SALARIED_GOVT,3.10,208289.25,1459576.02,36,0.34,660,5,BUSINESS_EXPANSION,YES,0
APP_001665,54,SALARIED_GOVT,1.20,337511.28,515931.28,12,0.58,598,5,DEBT_CONSOLIDATION,NO,1
APP_001666,59,CONTRACTUAL,20.20,111448.96,1130280.54,36,0.44,712,0,BUSINESS_EXPANSION,YES,0
APP_001667,46,CONTRACTUAL,18.10,34947.08,2214878.45,12,0.28,595,5,DEBT_CONSOLIDATION,YES,1
APP_001668,62,SALARIED_MNC,25.00,248539.82,892243.94,12,0.35,664,1,BUSINESS_EXPANSION,YES,0
APP_001669,47,SALARIED_GOVT,13.10,274877.97,484979.13,60,0.63,705,2,VEHICLE_PURCHASE,NO,1
APP_001670,52,CONTRACTUAL,6.50,157835.00,2168510.25,48,0.32,575,2,DEBT_CONSOLIDATION,YES,1
APP_001671,51,BUSINESS_OWNER,12.30,87283.79,1425878.28,120,0.57,827,3,HOME_RENOVATION,NO,1
APP_001672,53,SELF_EMPLOYED_PROFESSIONAL,10.60,128735.54,502737.78,60,0.15,603,2,DEBT_CONSOLIDATION,YES,1
APP_001673,53,SALARIED_MNC,21.40,348802.94,2052892.11,120,0.71,631,4,MEDICAL_EMERGENCY,YES,1
APP_001674,34,SELF_EMPLOYED_PROFESSIONAL,19.40,310633.13,1381893.04,36,0.58,566,4,HOME_RENOVATION,YES,1
APP_001675,49,SALARIED_GOVT,10.70,335788.37,205882.27,36,0.74,679,4,HOME_RENOVATION,YES,1
APP_001676,44,BUSINESS_OWNER,5.60,346581.39,2347629.51,120,0.46,602,3,VEHICLE_PURCHASE,NO,1
APP_001677,34,SALARIED_MNC,22.30,132571.52,469056.66,36,0.32,631,3,EDUCATION,YES,1
APP_001678,22,SALARIED_GOVT,19.60,288910.31,465832.65,120,0.56,590,3,EDUCATION,NO,1
APP_001679,55,SELF_EMPLOYED_PROFESSIONAL,22.80,303519.28,1580632.23,12,0.50,555,3,MEDICAL_EMERGENCY,NO,1
APP_001680,60,CONTRACTUAL,11.20,187768.72,1542262.65,24,0.30,721,3,VEHICLE_PURCHASE,YES,0
APP_001681,29,SELF_EMPLOYED_PROFESSIONAL,8.10,273443.38,918698.06,60,0.34,562,3,MEDICAL_EMERGENCY,YES,1
APP_001682,39,CONTRACTUAL,17.80,249859.25,530882.06,48,0.66,705,4,VEHICLE_PURCHASE,NO,1
APP_001683,37,CONTRACTUAL,3.00,224058.00,294324.73,36,0.74,823,0,HOME_RENOVATION,NO,1
APP_001684,38,CONTRACTUAL,4.80,334917.82,1917949.79,36,0.22,741,4,EDUCATION,YES,0
APP_001685,57,SALARIED_MNC,24.10,326869.03,103011.65,36,0.15,605,1,EDUCATION,NO,1
APP_001686,52,BUSINESS_OWNER,20.90,96278.81,1622215.21,36,0.51,823,1,MEDICAL_EMERGENCY,YES,0
APP_001687,51,CONTRACTUAL,11.00,334323.70,918254.46,36,0.59,795,4,HOME_RENOVATION,YES,1
APP_001688,48,BUSINESS_OWNER,21.80,323991.03,1291704.18,120,0.67,710,1,VEHICLE_PURCHASE,YES,1
APP_001689,42,CONTRACTUAL,3.30,274467.39,2466564.28,36,0.58,646,4,HOME_RENOVATION,NO,1
APP_001690,61,SALARIED_MNC,23.20,311604.95,2147527.48,60,0.47,789,1,VEHICLE_PURCHASE,YES,0
APP_001691,23,SALARIED_MNC,23.20,144765.27,1917195.78,84,0.32,580,0,HOME_RENOVATION,YES,1
APP_001692,44,SALARIED_GOVT,19.60,87704.15,2066621.52,12,0.70,581,2,HOME_RENOVATION,NO,1
APP_001693,22,SALARIED_MNC,19.30,330420.28,846554.59,84,0.17,848,3,VEHICLE_PURCHASE,NO,0
APP_001694,57,SALARIED_GOVT,13.20,329597.65,670045.55,84,0.14,739,1,VEHICLE_PURCHASE,YES,0
APP_001695,42,SELF_EMPLOYED_PROFESSIONAL,13.10,280307.84,1313116.98,24,0.12,596,5,EDUCATION,NO,1
APP_001696,35,BUSINESS_OWNER,7.80,32235.77,1052846.90,36,0.10,845,1,DEBT_CONSOLIDATION,YES,1
APP_001697,29,SELF_EMPLOYED_PROFESSIONAL,9.80,228120.61,1372932.87,48,0.41,647,2,DEBT_CONSOLIDATION,NO,0
APP_001698,47,BUSINESS_OWNER,17.00,163265.96,484748.56,60,0.42,624,3,BUSINESS_EXPANSION,YES,1
APP_001699,57,CONTRACTUAL,16.80,25471.64,1009051.36,60,0.20,633,4,HOME_RENOVATION,YES,1
APP_001700,46,SELF_EMPLOYED_PROFESSIONAL,15.60,339870.12,810663.07,48,0.49,652,0,VEHICLE_PURCHASE,NO,0
APP_001701,37,SELF_EMPLOYED_PROFESSIONAL,2.20,62458.31,1530762.95,36,0.44,576,0,MEDICAL_EMERGENCY,YES,1
APP_001702,32,SALARIED_MNC,21.40,122047.76,1900613.87,12,0.16,628,5,EDUCATION,NO,1
APP_001703,24,BUSINESS_OWNER,2.90,175750.07,1586122.86,12,0.22,785,5,HOME_RENOVATION,YES,0
APP_001704,22,CONTRACTUAL,16.50,63264.36,995330.33,24,0.65,721,5,VEHICLE_PURCHASE,NO,1
APP_001705,31,SALARIED_GOVT,8.70,343746.65,2453601.24,36,0.60,751,5,MEDICAL_EMERGENCY,NO,1
APP_001706,26,SALARIED_GOVT,12.00,311613.61,326077.12,84,0.17,746,1,HOME_RENOVATION,NO,0
APP_001707,34,BUSINESS_OWNER,23.80,82459.07,941492.54,84,0.32,660,2,VEHICLE_PURCHASE,NO,0
APP_001708,59,CONTRACTUAL,8.10,254567.43,2409469.26,36,0.18,734,1,DEBT_CONSOLIDATION,YES,0
APP_001709,27,CONTRACTUAL,12.90,320221.79,1386822.61,12,0.57,799,1,BUSINESS_EXPANSION,NO,1
APP_001710,40,SALARIED_MNC,6.00,170313.12,2441039.69,36,0.16,791,0,MEDICAL_EMERGENCY,NO,0
APP_001711,31,BUSINESS_OWNER,7.40,223090.27,1176637.54,36,0.32,615,5,VEHICLE_PURCHASE,YES,1
APP_001712,59,SALARIED_MNC,18.20,50431.65,2128809.51,60,0.19,597,5,HOME_RENOVATION,YES,1
APP_001713,21,SALARIED_MNC,8.90,339629.81,1399185.08,84,0.25,748,2,VEHICLE_PURCHASE,YES,0
APP_001714,55,BUSINESS_OWNER,4.20,111511.31,1731706.70,120,0.20,744,5,BUSINESS_EXPANSION,NO,0
APP_001715,33,SALARIED_GOVT,13.50,321618.76,83619.32,120,0.18,583,1,DEBT_CONSOLIDATION,NO,1
APP_001716,28,SELF_EMPLOYED_PROFESSIONAL,11.20,150695.43,967669.26,60,0.50,760,4,BUSINESS_EXPANSION,NO,0
APP_001717,62,SELF_EMPLOYED_PROFESSIONAL,6.80,287212.16,2284910.93,36,0.36,624,2,EDUCATION,YES,1
APP_001718,40,BUSINESS_OWNER,22.60,130642.05,1305401.54,60,0.23,831,0,EDUCATION,YES,0
APP_001719,45,SALARIED_MNC,8.50,199221.49,2188257.72,12,0.64,758,4,VEHICLE_PURCHASE,NO,1
APP_001720,38,SELF_EMPLOYED_PROFESSIONAL,8.00,264768.45,563925.90,84,0.15,766,2,VEHICLE_PURCHASE,YES,0
APP_001721,27,CONTRACTUAL,16.20,307518.94,2037841.09,60,0.47,563,1,BUSINESS_EXPANSION,NO,1
APP_001722,54,CONTRACTUAL,21.60,243441.96,2426540.87,84,0.62,701,1,HOME_RENOVATION,NO,1
APP_001723,33,SELF_EMPLOYED_PROFESSIONAL,11.40,59425.57,1096665.49,120,0.57,843,1,HOME_RENOVATION,NO,1
APP_001724,39,CONTRACTUAL,1.60,287056.32,1738928.71,48,0.14,711,4,HOME_RENOVATION,NO,0
APP_001725,30,CONTRACTUAL,6.50,89756.77,281900.33,84,0.39,844,4,EDUCATION,YES,0
APP_001726,39,SALARIED_MNC,17.70,303393.78,1103558.63,12,0.48,784,0,DEBT_CONSOLIDATION,YES,0
APP_001727,30,SELF_EMPLOYED_PROFESSIONAL,1.50,275041.49,705067.67,120,0.58,598,4,EDUCATION,YES,1
APP_001728,45,SALARIED_GOVT,24.80,238474.95,2453805.17,120,0.68,611,0,MEDICAL_EMERGENCY,YES,1
APP_001729,37,SELF_EMPLOYED_PROFESSIONAL,23.90,210792.70,2182445.71,84,0.68,696,2,EDUCATION,NO,1
APP_001730,46,CONTRACTUAL,13.90,336102.21,848763.95,24,0.73,649,3,EDUCATION,YES,1
APP_001731,42,SALARIED_MNC,20.00,65764.74,496963.60,48,0.50,849,2,VEHICLE_PURCHASE,YES,0
APP_001732,45,BUSINESS_OWNER,12.30,264540.46,2365802.39,12,0.61,577,5,MEDICAL_EMERGENCY,NO,1
APP_001733,21,SALARIED_MNC,13.50,201286.32,1371052.58,84,0.54,764,4,VEHICLE_PURCHASE,NO,0
APP_001734,45,SELF_EMPLOYED_PROFESSIONAL,12.70,143922.79,1240525.96,12,0.52,563,3,MEDICAL_EMERGENCY,YES,1
APP_001735,44,BUSINESS_OWNER,9.70,54936.39,1048590.33,48,0.12,770,3,MEDICAL_EMERGENCY,NO,0
APP_001736,36,CONTRACTUAL,22.00,267778.85,803540.99,120,0.30,595,3,MEDICAL_EMERGENCY,NO,1
APP_001737,57,SALARIED_GOVT,4.20,74163.87,2011330.71,84,0.56,835,4,EDUCATION,NO,1
APP_001738,61,SALARIED_MNC,20.00,112637.39,701586.30,12,0.34,612,2,HOME_RENOVATION,YES,1
APP_001739,61,SELF_EMPLOYED_PROFESSIONAL,12.40,80744.47,2499668.01,120,0.29,709,4,DEBT_CONSOLIDATION,NO,0
APP_001740,61,SALARIED_MNC,16.40,79642.06,1209077.43,12,0.57,636,1,VEHICLE_PURCHASE,YES,1
APP_001741,39,SALARIED_MNC,3.80,70224.93,50497.20,60,0.53,555,0,MEDICAL_EMERGENCY,YES,1
APP_001742,30,BUSINESS_OWNER,4.50,63217.10,1672534.99,120,0.56,747,0,DEBT_CONSOLIDATION,YES,1
APP_001743,58,BUSINESS_OWNER,6.70,177846.96,2370423.00,24,0.44,731,2,VEHICLE_PURCHASE,YES,0
APP_001744,47,BUSINESS_OWNER,11.20,95661.01,241176.35,84,0.35,802,3,MEDICAL_EMERGENCY,YES,0
APP_001745,26,SELF_EMPLOYED_PROFESSIONAL,21.40,197605.38,900868.30,48,0.42,613,4,EDUCATION,YES,1
APP_001746,59,BUSINESS_OWNER,24.80,200036.02,2495240.57,24,0.56,810,4,MEDICAL_EMERGENCY,NO,1
APP_001747,26,SALARIED_GOVT,21.80,42664.51,2136138.15,24,0.68,755,0,DEBT_CONSOLIDATION,YES,1
APP_001748,56,CONTRACTUAL,13.10,311205.61,1049934.45,12,0.10,700,5,DEBT_CONSOLIDATION,NO,0
APP_001749,37,SELF_EMPLOYED_PROFESSIONAL,20.20,209710.62,1883746.81,84,0.10,566,0,BUSINESS_EXPANSION,NO,1
APP_001750,61,SELF_EMPLOYED_PROFESSIONAL,14.50,217097.59,720018.73,60,0.35,611,1,HOME_RENOVATION,NO,1
APP_001751,40,BUSINESS_OWNER,17.60,49881.04,1273428.09,120,0.59,558,2,EDUCATION,YES,1
APP_001752,29,SELF_EMPLOYED_PROFESSIONAL,3.10,263043.66,1511628.71,48,0.27,578,1,VEHICLE_PURCHASE,NO,1
APP_001753,42,CONTRACTUAL,16.80,81317.35,959624.58,84,0.69,740,5,EDUCATION,NO,1
APP_001754,28,SALARIED_GOVT,3.60,340962.91,1421884.58,12,0.43,777,2,DEBT_CONSOLIDATION,YES,0
APP_001755,55,BUSINESS_OWNER,3.70,113169.45,786531.22,120,0.61,817,5,EDUCATION,YES,1
APP_001756,39,SELF_EMPLOYED_PROFESSIONAL,4.50,342703.96,771342.00,12,0.47,705,1,HOME_RENOVATION,YES,0
APP_001757,41,SALARIED_MNC,18.10,107226.04,1314202.08,60,0.29,667,0,BUSINESS_EXPANSION,YES,0
APP_001758,51,SELF_EMPLOYED_PROFESSIONAL,16.80,137512.33,1929512.82,12,0.19,751,2,BUSINESS_EXPANSION,NO,0
APP_001759,61,CONTRACTUAL,21.50,184819.43,339458.74,24,0.33,676,2,BUSINESS_EXPANSION,NO,0
APP_001760,26,SELF_EMPLOYED_PROFESSIONAL,1.80,177617.75,1430015.05,120,0.55,710,3,BUSINESS_EXPANSION,YES,0
APP_001761,21,BUSINESS_OWNER,6.80,45265.31,469064.70,60,0.24,579,3,MEDICAL_EMERGENCY,NO,1
APP_001762,55,SALARIED_GOVT,11.00,336111.37,392015.92,24,0.68,811,0,DEBT_CONSOLIDATION,NO,1
APP_001763,21,CONTRACTUAL,16.00,268502.96,1165638.42,12,0.40,745,5,DEBT_CONSOLIDATION,NO,0
APP_001764,56,SALARIED_MNC,15.40,312098.57,2148070.95,12,0.50,597,2,DEBT_CONSOLIDATION,NO,1
APP_001765,57,SALARIED_MNC,7.20,127322.90,1333375.91,36,0.43,660,2,BUSINESS_EXPANSION,NO,0
APP_001766,43,SELF_EMPLOYED_PROFESSIONAL,15.90,87407.92,762122.11,24,0.47,724,5,VEHICLE_PURCHASE,NO,0
APP_001767,44,BUSINESS_OWNER,13.30,122893.60,2062110.55,48,0.26,746,1,EDUCATION,NO,0
APP_001768,45,BUSINESS_OWNER,10.60,214238.34,1245280.16,24,0.34,633,1,EDUCATION,YES,1
APP_001769,55,SALARIED_GOVT,7.10,257996.16,1432315.40,60,0.67,719,4,MEDICAL_EMERGENCY,YES,1
APP_001770,24,BUSINESS_OWNER,5.10,251745.25,2452750.70,84,0.52,697,5,VEHICLE_PURCHASE,YES,0
APP_001771,40,BUSINESS_OWNER,5.80,204382.43,971926.38,36,0.63,828,3,VEHICLE_PURCHASE,NO,1
APP_001772,28,SELF_EMPLOYED_PROFESSIONAL,21.50,322763.25,191856.72,120,0.15,640,1,EDUCATION,YES,0
APP_001773,47,SALARIED_GOVT,21.70,86656.61,455496.88,60,0.23,824,2,VEHICLE_PURCHASE,NO,0
APP_001774,55,BUSINESS_OWNER,23.50,149180.98,1507949.54,120,0.25,702,0,VEHICLE_PURCHASE,YES,0
APP_001775,25,BUSINESS_OWNER,24.60,179620.45,576390.21,24,0.65,681,5,VEHICLE_PURCHASE,YES,1
APP_001776,53,SALARIED_MNC,16.90,199824.65,507134.07,24,0.30,642,0,BUSINESS_EXPANSION,NO,0
APP_001777,29,SALARIED_MNC,13.90,131240.04,1264374.34,36,0.52,589,4,BUSINESS_EXPANSION,YES,1
APP_001778,37,SALARIED_MNC,8.70,324687.18,2093158.28,120,0.18,632,2,BUSINESS_EXPANSION,YES,1
APP_001779,27,SALARIED_GOVT,22.60,168980.76,941318.96,120,0.15,820,2,DEBT_CONSOLIDATION,NO,0
APP_001780,34,CONTRACTUAL,1.80,168493.46,1241902.39,24,0.28,652,2,DEBT_CONSOLIDATION,NO,0
APP_001781,62,CONTRACTUAL,21.30,292160.31,1636714.62,60,0.33,718,2,DEBT_CONSOLIDATION,NO,0
APP_001782,58,SALARIED_MNC,3.40,96268.32,2483238.34,84,0.51,838,4,BUSINESS_EXPANSION,NO,0
APP_001783,27,CONTRACTUAL,1.40,232443.90,1629191.29,12,0.28,714,1,HOME_RENOVATION,NO,0
APP_001784,22,SELF_EMPLOYED_PROFESSIONAL,7.10,238530.55,1371473.73,36,0.14,746,4,MEDICAL_EMERGENCY,NO,0
APP_001785,21,SALARIED_MNC,16.80,227414.93,1492451.19,48,0.53,752,3,HOME_RENOVATION,NO,0
APP_001786,44,SALARIED_MNC,12.30,311297.69,787169.63,84,0.65,802,3,BUSINESS_EXPANSION,NO,1
APP_001787,44,CONTRACTUAL,10.90,336278.02,339688.76,48,0.74,740,0,DEBT_CONSOLIDATION,YES,1
APP_001788,41,BUSINESS_OWNER,9.40,215343.58,1483180.15,60,0.39,614,2,MEDICAL_EMERGENCY,NO,1
APP_001789,26,SALARIED_GOVT,4.70,191246.94,924614.62,12,0.45,813,4,MEDICAL_EMERGENCY,NO,0
APP_001790,42,BUSINESS_OWNER,8.90,202154.98,1974088.52,120,0.22,794,0,BUSINESS_EXPANSION,YES,0
APP_001791,39,BUSINESS_OWNER,1.50,72845.56,684523.47,12,0.30,795,0,EDUCATION,YES,0
APP_001792,29,SELF_EMPLOYED_PROFESSIONAL,19.80,34245.97,1250220.27,48,0.20,567,1,BUSINESS_EXPANSION,YES,1
APP_001793,58,BUSINESS_OWNER,12.50,298902.75,370373.48,36,0.31,647,0,VEHICLE_PURCHASE,NO,0
APP_001794,47,SALARIED_GOVT,24.70,270916.49,1469938.97,12,0.26,834,0,EDUCATION,YES,0
APP_001795,43,SALARIED_MNC,24.20,127825.04,2122284.45,48,0.26,632,4,VEHICLE_PURCHASE,YES,1
APP_001796,50,SALARIED_MNC,11.60,264353.04,1981976.15,24,0.51,690,5,BUSINESS_EXPANSION,YES,0
APP_001797,22,BUSINESS_OWNER,22.50,279288.58,299827.37,120,0.37,718,3,EDUCATION,NO,0
APP_001798,46,BUSINESS_OWNER,16.50,111905.09,1548207.75,60,0.57,727,1,VEHICLE_PURCHASE,YES,1
APP_001799,52,SELF_EMPLOYED_PROFESSIONAL,22.30,245573.38,1535973.86,120,0.51,690,4,HOME_RENOVATION,YES,0
APP_001800,38,SALARIED_GOVT,6.50,157776.81,2459124.61,120,0.47,837,5,DEBT_CONSOLIDATION,NO,0
APP_001801,45,SELF_EMPLOYED_PROFESSIONAL,6.00,271412.27,1076079.02,36,0.13,823,4,BUSINESS_EXPANSION,NO,0
APP_001802,41,BUSINESS_OWNER,24.90,268267.67,805958.06,36,0.74,797,0,DEBT_CONSOLIDATION,YES,1
APP_001803,38,SALARIED_MNC,11.60,180325.62,446190.78,12,0.73,673,2,EDUCATION,YES,1
APP_001804,30,BUSINESS_OWNER,22.10,143408.76,113147.77,48,0.39,655,4,VEHICLE_PURCHASE,YES,0
APP_001805,60,SALARIED_GOVT,14.70,171157.50,2482266.53,36,0.65,797,1,VEHICLE_PURCHASE,YES,1
APP_001806,30,SALARIED_MNC,12.10,91782.56,1248155.68,60,0.72,707,4,BUSINESS_EXPANSION,YES,1
APP_001807,51,SALARIED_MNC,7.70,192566.18,1324598.27,12,0.25,609,1,HOME_RENOVATION,NO,1
APP_001808,52,SALARIED_GOVT,11.90,210358.31,2069805.87,12,0.42,841,1,EDUCATION,YES,0
APP_001809,54,SALARIED_GOVT,1.50,246615.97,2353759.21,48,0.71,783,4,DEBT_CONSOLIDATION,YES,1
APP_001810,28,BUSINESS_OWNER,10.20,183402.61,873535.62,24,0.23,691,0,BUSINESS_EXPANSION,NO,0
APP_001811,55,SELF_EMPLOYED_PROFESSIONAL,4.20,261913.29,201904.32,120,0.68,725,3,DEBT_CONSOLIDATION,YES,1
APP_001812,35,SALARIED_GOVT,12.70,123092.00,1539673.00,24,0.65,687,2,DEBT_CONSOLIDATION,NO,1
APP_001813,55,SALARIED_GOVT,19.80,143601.65,1306091.58,36,0.47,757,2,BUSINESS_EXPANSION,YES,0
APP_001814,22,SALARIED_GOVT,4.20,195529.94,78834.07,36,0.27,715,1,EDUCATION,YES,0
APP_001815,44,SALARIED_GOVT,14.70,327592.68,1617847.42,24,0.57,675,5,DEBT_CONSOLIDATION,YES,1
APP_001816,54,BUSINESS_OWNER,11.40,238712.64,731896.49,60,0.64,754,5,EDUCATION,YES,1
APP_001817,57,SALARIED_GOVT,5.90,117707.92,1973723.76,36,0.28,845,1,MEDICAL_EMERGENCY,NO,0
APP_001818,39,CONTRACTUAL,7.50,115610.42,1322874.07,60,0.33,646,4,HOME_RENOVATION,NO,0
APP_001819,57,SELF_EMPLOYED_PROFESSIONAL,8.20,280251.50,2419721.21,12,0.55,571,3,VEHICLE_PURCHASE,YES,1
APP_001820,53,SALARIED_GOVT,22.10,70534.11,677443.77,24,0.24,629,3,BUSINESS_EXPANSION,YES,1
APP_001821,50,BUSINESS_OWNER,22.60,336719.04,204032.97,84,0.44,815,0,DEBT_CONSOLIDATION,NO,0
APP_001822,35,SELF_EMPLOYED_PROFESSIONAL,24.40,232887.06,1406669.67,60,0.18,850,4,MEDICAL_EMERGENCY,NO,0
APP_001823,40,CONTRACTUAL,21.70,173923.76,96277.49,12,0.73,651,1,BUSINESS_EXPANSION,NO,1
APP_001824,33,SALARIED_GOVT,13.40,281618.96,1213635.99,48,0.66,613,2,EDUCATION,YES,1
APP_001825,23,BUSINESS_OWNER,8.80,127920.84,1069016.27,24,0.57,793,2,HOME_RENOVATION,YES,1
APP_001826,32,SALARIED_MNC,3.30,47024.52,1807147.61,60,0.19,627,2,HOME_RENOVATION,NO,1
APP_001827,28,SALARIED_MNC,12.50,120048.58,173065.91,60,0.14,828,2,MEDICAL_EMERGENCY,YES,0
APP_001828,21,BUSINESS_OWNER,16.10,344172.15,1970789.53,12,0.69,737,1,HOME_RENOVATION,YES,1
APP_001829,54,BUSINESS_OWNER,6.20,43398.75,1191591.19,120,0.60,798,3,HOME_RENOVATION,YES,1
APP_001830,31,CONTRACTUAL,23.70,332058.17,486099.76,60,0.14,669,2,DEBT_CONSOLIDATION,YES,0
APP_001831,43,SALARIED_GOVT,7.80,157279.70,2116001.33,24,0.65,634,0,MEDICAL_EMERGENCY,YES,1
APP_001832,41,BUSINESS_OWNER,19.40,320395.71,1770589.05,84,0.13,803,2,EDUCATION,NO,0
APP_001833,50,SALARIED_GOVT,23.10,188530.70,1236885.90,120,0.68,571,3,MEDICAL_EMERGENCY,NO,1
APP_001834,31,SALARIED_MNC,2.10,238362.67,1075030.51,48,0.40,707,2,MEDICAL_EMERGENCY,NO,0
APP_001835,50,SALARIED_MNC,20.30,251698.64,1097052.14,48,0.35,578,1,DEBT_CONSOLIDATION,NO,1
APP_001836,23,SALARIED_MNC,17.30,100748.24,2086828.43,24,0.59,646,0,VEHICLE_PURCHASE,YES,1
APP_001837,62,SELF_EMPLOYED_PROFESSIONAL,3.90,289998.75,882387.61,120,0.25,607,0,EDUCATION,YES,1
APP_001838,38,BUSINESS_OWNER,18.80,336509.76,2031961.19,36,0.39,793,5,DEBT_CONSOLIDATION,YES,0
APP_001839,26,BUSINESS_OWNER,2.20,190389.21,411014.55,120,0.66,738,2,MEDICAL_EMERGENCY,NO,1
APP_001840,39,BUSINESS_OWNER,2.30,215552.08,1865558.48,12,0.49,688,5,VEHICLE_PURCHASE,NO,0
APP_001841,47,CONTRACTUAL,23.10,183648.60,378899.70,24,0.44,793,1,HOME_RENOVATION,YES,0
APP_001842,23,SALARIED_MNC,23.80,229860.47,1585869.99,120,0.66,696,1,BUSINESS_EXPANSION,YES,1
APP_001843,53,SALARIED_GOVT,16.70,277319.25,877780.60,48,0.30,835,4,BUSINESS_EXPANSION,NO,0
APP_001844,55,SALARIED_GOVT,19.30,262643.06,179290.87,24,0.57,553,0,DEBT_CONSOLIDATION,NO,1
APP_001845,44,BUSINESS_OWNER,18.10,28958.83,2352774.73,36,0.40,720,1,HOME_RENOVATION,NO,1
APP_001846,54,SELF_EMPLOYED_PROFESSIONAL,10.70,85671.20,937403.43,84,0.42,603,3,VEHICLE_PURCHASE,NO,1
APP_001847,28,SALARIED_GOVT,5.00,307506.16,981302.84,84,0.31,706,2,DEBT_CONSOLIDATION,NO,0
APP_001848,62,BUSINESS_OWNER,23.80,75072.95,1463052.37,120,0.13,719,2,EDUCATION,NO,0
APP_001849,26,SELF_EMPLOYED_PROFESSIONAL,13.70,203389.43,1498841.57,60,0.69,637,3,BUSINESS_EXPANSION,NO,1
APP_001850,62,BUSINESS_OWNER,9.60,184660.03,2173014.59,12,0.41,729,4,MEDICAL_EMERGENCY,NO,0
APP_001851,40,CONTRACTUAL,22.10,213666.49,384566.29,24,0.65,619,5,EDUCATION,YES,1
