TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance
TX000430,AC00493,127.45,7/21/2020,Credit,Oklahoma City,D000517,32.13.122.242,M098,Online,75,Student,124,1,338.66
TX000431,AC00451,1205.08,5/31/2023,Debit,Tucson,D000605,78.69.172.205,M023,ATM,38,Student,58,1,133.87
TX000432,AC00469,390.83,7/17/2020,Debit,Seattle,D000636,189.20.224.220,M084,Online,79,Doctor,42,1,14953.38
TX000433,AC00393,13.38,3/24/2025 0:00,Debit,Virginia Beach,D000008,62.251.170.72,M076,ATM,65,Doctor,98,1,14761.30
TX000434,AC00425,77.67,8/15/2023,Debit,Virginia Beach,D000426,155.140.33.42,M077,ATM,76,Doctor,34,1,14926.96
TX000435,AC00409,250.54,5/8/2020,Credit,Oklahoma City,D000225,180.224.54.115,M077,Online,74,Doctor,103,1,13689.07
TX000436,AC00404,216.43,6/14/2021,Debit,San Jose,D000059,145.179.219.57,M070,ATM,45,Retired,105,1,7395.44
TX000437,AC00443,251.10,2/19/2024,Credit,Los Angeles,D000460,6.44.165.160,M090,Online,72,Retired,137,1,3571.87
TX000438,AC00457,496.55,11/5/2020,Debit,Milwaukee,D000563,136.162.111.135,M074,Online,52,Student,122,1,360.68
TX000439,AC00352,552.84,10/9/2025,Debit,Omaha,D000367,45.64.74.86,M066,Branch,50,Retired,126,1,8004.33
TX000440,AC00398,352.21,5/3/2022,Debit,San Jose,D000499,40.226.196.34,M053,Branch,59,Retired,95,1,9854.19
TX000441,AC00418,340.25,7/19/2022,Credit,Indianapolis,D000520,86.220.59.252,M085,Online,73,Retired,135,1,5020.06
TX000442,AC00384,79.78,1/5/2024,Debit,San Francisco,D000031,101.120.142.50,M061,ATM,56,Engineer,115,1,12476.95
TX000443,AC00480,269.30,5/3/2022,Credit,Oklahoma City,D000389,104.155.121.252,M094,Online,71,Student,116,1,1264.71
TX000444,AC00391,593.16,11/12/2023,Credit,Virginia Beach,D000287,53.131.194.183,M019,ATM,56,Retired,24,1,1661.83
TX000445,AC00377,143.64,9/26/2020,Debit,Miami,D000432,27.93.195.98,M065,Online,78,Doctor,119,1,14402.56
TX000446,AC00417,155.84,4/23/2025,Debit,Virginia Beach,D000270,3.200.166.167,M049,ATM,57,Retired,59,1,9494.54
TX000447,AC00328,119.31,4/16/2023,Debit,Raleigh,D000130,147.114.91.132,M055,ATM,59,Doctor,146,1,12673.83
TX000448,AC00483,168.05,1/7/2023,Credit,Oklahoma City,D000312,73.54.203.165,M095,Online,76,Retired,85,1,2023.06
TX000449,AC00366,163.25,10/9/2023,Debit,Phoenix,D000089,189.198.67.252,M064,ATM,66,Doctor,112,1,12751.87
TX000450,AC00493,614.89,5/8/2021,Credit,Tucson,D000551,214.67.148.245,M092,Online,70,Student,45,1,113.54
TX000451,AC00380,229.26,4/23/2024,Debit,San Antonio,D000057,184.146.10.88,M064,ATM,51,Engineer,126,1,10167.35
TX000452,AC00442,375.16,1/2/2023,Credit,Nashville,D000332,184.57.159.204,M084,Online,59,Student,134,1,2693.46
TX000453,AC00462,310.68,2/18/2021,Credit,Nashville,D000396,209.214.250.164,M090,Online,63,Student,129,1,1432.16
TX000454,AC00383,395.63,3/10/2020,Debit,San Francisco,D000165,58.1.27.124,M042,ATM,52,Retired,84,1,4021.56
TX000455,AC00486,643.75,12/28/2022,Debit,San Jose,D000682,23.255.214.209,M068,Online,73,Engineer,57,1,12415.17
TX000456,AC00471,469.17,1/30/2024,Credit,Philadelphia,D000546,150.231.20.169,M095,Online,79,Doctor,74,1,1577.69
TX000457,AC00460,811.02,12/22/2020,Credit,San Francisco,D000481,36.13.239.172,M070,ATM,58,Student,45,1,475.57
TX000458,AC00366,22.44,7/12/2020,Debit,Virginia Beach,D000019,60.89.202.192,M066,ATM,52,Doctor,97,1,14220.45
TX000459,AC00403,467.11,4/4/2025,Credit,Nashville,D000293,56.116.189.0,M076,Branch,59,Retired,107,1,6151.92
TX000460,AC00399,930.05,3/2/2025 0:00,Debit,Tucson,D000607,61.95.76.233,M011,ATM,46,Student,39,1,243.50
TX000461,AC00486,889.62,7/20/2024,Debit,San Francisco,D000640,145.1.251.175,M074,Branch,61,Retired,63,1,4139.04
TX000462,AC00411,271.10,4/2/2022,Debit,San Diego,D000232,24.129.74.189,M074,ATM,59,Doctor,83,1,14015.50
TX000463,AC00367,11.21,7/3/2025 0:00,Debit,Virginia Beach,D000014,129.102.184.189,M070,ATM,66,Doctor,94,1,14811.38
TX000464,AC00368,394.07,3/18/2024,Debit,New York,D000188,57.141.198.111,M061,Branch,59,Engineer,141,1,8482.12
TX000465,AC00378,447.22,10/30/2023 0:00,Debit,Miami,D000289,121.67.144.20,M072,Branch,54,Retired,121,1,6511.32
TX000466,AC00433,10.52,3/3/2023,Debit,Washington,D000008,196.121.240.10,M054,ATM,47,Engineer,53,1,12874.65
TX000467,AC00433,314.38,2/9/2022,Debit,Philadelphia,D000136,41.0.10.107,M076,Branch,60,Retired,95,1,8030.72
TX000468,AC00488,849.44,6/3/2021,Debit,New York,D000673,125.89.163.224,M070,Online,69,Retired,103,1,3894.12
TX000469,AC00468,237.38,6/19/2025,Credit,Nashville,D000388,60.153.124.80,M090,Online,68,Student,113,1,1938.62
TX000470,AC00439,94.69,7/28/2022,Debit,Virginia Beach,D000610,170.225.23.251,M061,Branch,78,Doctor,56,1,14881.87
TX000471,AC00475,146.11,7/20/2022,Debit,Washington,D000092,167.104.180.235,M015,ATM,34,Student,26,1,235.18
TX000472,AC00438,14.45,5/28/2025,Debit,Washington,D000064,93.160.83.196,M048,ATM,61,Engineer,36,1,14129.37
TX000473,AC00476,154.69,10/5/2024,Credit,Mesa,D000590,93.146.251.20,M097,Online,79,Engineer,108,1,1081.09
TX000474,AC00494,148.29,8/22/2025,Credit,New York,D000584,93.146.251.20,M099,Online,77,Student,106,1,273.24
TX000475,AC00461,224.18,7/25/2023,Credit,Louisville,D000514,121.67.144.20,M093,Online,73,Retired,119,1,2017.80
TX000476,AC00322,84.24,7/24/2025,Debit,Seattle,D000052,49.174.157.140,M039,ATM,56,Doctor,75,1,12708.09
TX000477,AC00500,244.63,4/13/2023 0:00,Credit,Washington,D000646,65.164.3.100,M100,Online,78,Student,23,1,101.26
TX000478,AC00462,561.04,12/29/2025 0:00,Debit,Virginia Beach,D000597,182.84.41.229,M028,ATM,54,Student,40,1,982.32
TX000479,AC00396,424.65,9/25/2025,Credit,Omaha,D000266,37.227.215.145,M074,Branch,60,Retired,121,1,4779.14
TX000480,AC00412,32.63,9/8/2020,Debit,Virginia Beach,D000067,214.32.109.197,M079,ATM,62,Doctor,73,1,14806.76
TX000481,AC00471,1134.06,3/7/2025,Debit,Virginia Beach,D000677,201.95.180.152,M011,ATM,48,Student,42,1,128.93
TX000482,AC00300,655.21,2/6/2020,Debit,Nashville,D000351,72.128.135.172,M048,Branch,60,Engineer,104,1,8111.59
TX000483,AC00382,153.09,8/29/2023,Debit,Tucson,D000259,4.101.189.38,M064,ATM,59,Engineer,79,1,13638.09
TX000484,AC00415,114.09,9/15/2022,Debit,Seattle,D000057,167.164.55.0,M064,ATM,47,Engineer,94,1,11225.27
TX000485,AC00407,353.46,7/25/2020,Credit,Mesa,D000345,186.54.68.246,M081,Online,64,Retired,137,1,4944.54
TX000486,AC00477,514.97,4/16/2021,Credit,Raleigh,D000441,54.252.249.33,M087,Online,60,Student,103,1,418.38
TX000487,AC00351,63.39,2/20/2025,Debit,San Jose,D000058,156.173.170.140,M049,ATM,59,Engineer,111,1,13129.50
TX000488,AC00356,103.22,8/21/2023 17:43,Debit,Raleigh,D000132,101.90.40.193,M058,ATM,63,Doctor,142,1,13305.68
TX000489,AC00316,395.97,6/16/2025,Debit,Oklahoma City,D000206,77.92.193.22,M050,ATM,53,Engineer,129,1,10133.52
TX000490,AC00361,92.72,12/29/2020,Debit,Tucson,D000094,214.125.131.88,M049,ATM,53,Retired,84,1,11703.40
TX000491,AC00487,201.13,10/11/2020,Credit,Oklahoma City,D000521,100.4.40.132,M096,Online,74,Student,155,1,398.65
TX000492,AC00497,672.58,1/1/2021 0:00,Credit,Virginia Beach,D000522,66.23.166.248,M089,Branch,59,Student,35,1,104.60
TX000493,AC00498,1035.20,1/20/2023,Credit,Washington,D000652,198.73.211.114,M089,Online,76,Student,16,1,101.66
TX000494,AC00409,91.60,4/4/2022,Debit,Seattle,D000031,156.96.135.18,M058,ATM,47,Engineer,89,1,10495.08
TX000495,AC00435,281.54,1/19/2022,Credit,Memphis,D000355,181.223.246.123,M086,Online,61,Student,151,1,3211.54
TX000496,AC00445,291.42,4/27/2020,Credit,Memphis,D000407,42.219.228.159,M086,Online,64,Student,127,1,2645.76
TX000497,AC00375,42.02,8/15/2024 0:00,Debit,Virginia Beach,D000106,189.198.67.252,M044,ATM,62,Engineer,55,1,14143.93
TX000498,AC00441,669.24,11/16/2024,Debit,Virginia Beach,D000629,157.130.28.27,M018,ATM,45,Student,43,1,175.12
TX000499,AC00499,132.37,8/28/2025,Credit,San Antonio,D000585,82.115.199.37,M099,Online,79,Retired,65,1,137.61
TX000500,AC00445,222.11,10/18/2025,Debit,San Jose,D000581,171.150.178.172,M073,Branch,68,Engineer,85,1,13714.42
TX000501,AC00500,455.24,11/26/2024,Credit,Virginia Beach,D000601,167.164.55.0,M098,Online,72,Student,30,1,101.44
TX000502,AC00420,692.29,9/29/2020,Credit,Oklahoma City,D000502,170.154.69.105,M080,Online,72,Engineer,83,1,1923.42
TX000503,AC00331,93.79,4/1/2022,Debit,Seattle,D000159,59.127.135.25,M038,ATM,66,Engineer,111,1,11726.52
TX000504,AC00499,252.46,10/28/2023,Credit,Seattle,D000535,197.162.55.147,M099,Online,77,Student,56,1,108.13
TX000505,AC00491,1099.51,6/25/2023,Credit,Washington,D000525,51.196.87.214,M047,ATM,41,Student,20,1,103.27
TX000506,AC00412,36.03,5/15/2021,Debit,Tucson,D000008,98.255.160.110,M067,ATM,55,Doctor,110,1,13633.58
TX000507,AC00430,313.04,1/2/2022,Debit,Sacramento,D000638,221.169.49.152,M070,Online,77,Doctor,104,1,14725.95
TX000508,AC00477,614.91,12/25/2023 17:31,Credit,San Diego,D000454,142.148.226.178,M078,Branch,45,Student,75,1,175.54
TX000509,AC00491,188.28,10/15/2023,Credit,Oklahoma City,D000553,41.82.55.163,M098,Online,78,Retired,97,1,451.22
TX000510,AC00470,411.01,11/20/2021,Credit,Kansas City,D000581,7.146.35.122,M087,Online,68,Retired,133,1,1030.34
TX000511,AC00450,350.20,2/27/2020,Credit,Las Vegas,D000532,171.101.134.74,M087,Online,65,Retired,154,1,1610.62
TX000512,AC00394,52.70,7/4/2023,Debit,Virginia Beach,D000207,58.1.27.124,M070,ATM,69,Doctor,78,1,14730.58
TX000513,AC00371,405.87,11/7/2020,Credit,San Antonio,D000229,41.0.10.107,M047,ATM,60,Engineer,75,1,6216.41
TX000514,AC00455,259.71,11/18/2025 0:00,Debit,Washington,D000425,32.71.250.58,M004,ATM,51,Student,24,1,216.77
TX000515,AC00495,236.60,1/1/2020,Credit,Raleigh,D000604,111.226.226.202,M099,Online,78,Retired,87,1,139.29
TX000516,AC00358,180.33,12/25/2022,Debit,Sacramento,D000068,210.136.14.108,M062,ATM,55,Engineer,127,1,11901.62
TX000517,AC00497,1158.94,3/22/2025,Debit,San Francisco,D000659,205.69.66.135,M087,Online,74,Engineer,49,1,2267.28
TX000518,AC00457,460.49,1/3/2024,Credit,Philadelphia,D000428,150.83.4.238,M084,Branch,49,Student,136,1,1048.49
TX000519,AC00305,35.47,8/23/2022,Debit,Tucson,D000040,146.69.70.214,M060,ATM,60,Doctor,93,1,14371.19
TX000520,AC00465,572.69,10/15/2023,Debit,Louisville,D000627,198.24.183.157,M075,Online,56,Student,125,1,724.67
TX000521,AC00405,441.95,10/13/2022,Credit,Memphis,D000398,65.149.11.248,M079,Online,60,Retired,134,1,3757.90
TX000522,AC00487,131.73,10/18/2021,Credit,Milwaukee,D000386,152.140.239.181,M095,Online,73,Student,112,1,1209.37
TX000523,AC00457,227.47,3/14/2020,Debit,Tucson,D000542,113.134.242.82,M057,ATM,68,Engineer,52,1,13854.51
TX000524,AC00454,368.73,9/28/2024,Credit,Nashville,D000443,35.220.238.127,M089,Online,66,Retired,135,1,2447.40
TX000525,AC00469,108.89,6/14/2020,Debit,Washington,D000597,121.67.144.20,M042,ATM,74,Engineer,29,1,13787.12
TX000526,AC00474,869.67,3/31/2020,Debit,Tucson,D000607,155.164.18.235,M037,ATM,46,Student,55,1,264.47
TX000527,AC00336,96.06,8/24/2023,Debit,San Jose,D000089,93.160.83.196,M059,ATM,51,Engineer,120,1,13238.03
TX000528,AC00334,137.28,12/22/2021,Debit,Portland,D000103,195.164.171.146,M058,ATM,59,Doctor,147,1,12249.22
TX000529,AC00410,265.47,11/15/2020,Debit,Tucson,D000497,119.43.28.203,M040,ATM,63,Retired,73,1,11121.94
TX000530,AC00487,852.33,6/1/2024,Credit,Virginia Beach,D000516,195.164.171.146,M076,ATM,57,Student,31,1,124.04
TX000531,AC00325,384.84,3/25/2020,Debit,New York,D000220,112.56.160.202,M057,Branch,53,Engineer,133,1,9408.34
TX000532,AC00424,7.85,4/2/2022,Debit,Washington,D000006,130.92.201.49,M040,ATM,49,Engineer,51,1,13501.42
TX000533,AC00451,20.71,1/17/2020,Debit,Washington,D000478,152.234.65.155,M046,ATM,79,Doctor,22,1,14961.82
TX000534,AC00489,1234.93,2/26/2022,Debit,Tucson,D000633,7.28.148.225,M038,ATM,34,Student,51,1,104.48
TX000535,AC00467,809.99,4/24/2025,Credit,Tucson,D000452,77.7.223.184,M070,ATM,58,Student,33,1,201.01
TX000536,AC00498,307.70,5/25/2025,Credit,Seattle,D000542,187.199.178.27,M099,Online,77,Student,46,1,113.35
TX000537,AC00326,415.49,2/3/2025,Debit,Omaha,D000275,200.13.225.150,M063,Branch,56,Engineer,133,1,10620.32
TX000538,AC00320,370.79,7/14/2020,Debit,Mesa,D000325,203.245.215.62,M063,Branch,54,Engineer,150,1,8629.74
TX000539,AC00500,1270.92,8/18/2025,Debit,Virginia Beach,D000686,165.35.58.173,M088,Branch,32,Student,56,1,101.29
TX000540,AC00485,835.53,8/4/2024,Debit,San Antonio,D000651,175.230.206.232,M058,Online,45,Student,124,1,107.75
TX000541,AC00411,4.30,10/25/2020,Debit,Washington,D000006,148.112.151.27,M043,ATM,56,Doctor,51,1,14496.14
TX000542,AC00412,667.42,1/31/2025,Debit,Philadelphia,D000346,170.54.231.239,M064,ATM,49,Retired,95,1,3178.81
TX000543,AC00422,324.61,12/10/2020,Credit,Philadelphia,D000166,144.228.168.6,M071,ATM,59,Retired,111,1,5394.48
TX000544,AC00476,344.73,6/2/2021,Debit,Washington,D000392,191.82.103.198,M006,ATM,35,Student,18,1,125.72
TX000545,AC00409,185.58,8/6/2024,Debit,San Jose,D000114,116.175.11.222,M078,ATM,59,Doctor,98,1,14263.04
TX000546,AC00381,9.80,8/19/2023,Debit,Virginia Beach,D000016,41.110.46.150,M069,ATM,64,Doctor,79,1,14854.64
TX000547,AC00463,1217.67,1/21/2021,Debit,Washington,D000653,166.79.195.157,M011,ATM,38,Student,27,1,112.97
TX000548,AC00332,16.16,2/10/2023,Debit,Washington,D000092,190.164.160.79,M073,ATM,76,Doctor,69,1,14945.32
TX000549,AC00464,1.36,5/27/2023,Debit,Washington,D000022,155.37.19.43,M064,ATM,74,Doctor,16,1,14971.18
TX000550,AC00409,517.72,8/17/2023,Debit,San Francisco,D000470,182.84.41.229,M043,ATM,45,Student,93,1,1162.26
TX000551,AC00395,45.94,12/12/2020,Debit,Virginia Beach,D000027,100.4.40.132,M048,ATM,44,Engineer,79,1,11331.43
TX000552,AC00500,594.04,3/6/2025,Debit,Seattle,D000681,9.230.41.239,M099,Online,60,Student,96,1,101.41
TX000553,AC00494,94.80,9/23/2025,Credit,Nashville,D000597,60.166.231.236,M099,Online,79,Retired,74,1,624.59
TX000554,AC00357,90.23,4/15/2024,Debit,San Diego,D000046,61.95.76.233,M060,ATM,56,Doctor,140,1,12731.04
TX000555,AC00478,598.24,12/24/2025,Credit,Raleigh,D000545,214.67.148.245,M080,Branch,54,Student,78,1,183.48
TX000556,AC00401,94.85,5/31/2023,Debit,Virginia Beach,D000522,218.54.207.160,M055,ATM,75,Doctor,46,1,14778.98
TX000557,AC00427,146.12,1/18/2023,Debit,Raleigh,D000043,142.160.124.244,M072,ATM,63,Engineer,115,1,11825.75
TX000558,AC00498,821.71,11/29/2023,Credit,Washington,D000441,77.21.150.75,M080,ATM,40,Student,22,1,102.15
TX000559,AC00390,85.54,3/2/2023,Debit,Virginia Beach,D000152,105.87.212.115,M031,ATM,57,Retired,78,1,10792.59
TX000560,AC00467,333.35,11/27/2022,Credit,Los Angeles,D000577,173.232.121.213,M093,Online,72,Retired,133,1,875.57
TX000561,AC00407,127.93,4/13/2024,Debit,Philadelphia,D000049,219.219.117.136,M062,ATM,62,Engineer,122,1,12283.52
TX000562,AC00482,168.90,12/18/2022,Credit,Nashville,D000388,136.105.231.135,M094,Online,66,Student,137,1,964.55
TX000563,AC00416,335.31,12/16/2021,Credit,Los Angeles,D000434,81.222.37.186,M083,Online,67,Retired,151,1,6048.96
TX000564,AC00499,545.39,6/19/2025,Credit,Virginia Beach,D000595,49.20.211.229,M098,Online,77,Student,27,1,101.70
TX000565,AC00339,382.07,6/16/2022,Credit,Raleigh,D000154,147.125.143.41,M071,Branch,64,Engineer,105,1,11549.52
TX000566,AC00420,497.78,11/20/2021,Debit,Raleigh,D000261,45.64.74.86,M072,ATM,46,Retired,104,1,4985.48
TX000567,AC00381,34.00,4/6/2024,Debit,Virginia Beach,D000097,49.31.186.82,M071,ATM,72,Doctor,62,1,14904.66
TX000568,AC00424,491.80,8/3/2021,Credit,Jacksonville,D000549,121.67.144.20,M078,Online,76,Doctor,111,1,5398.38
TX000569,AC00362,189.22,11/26/2021,Debit,Sacramento,D000068,158.129.49.240,M058,ATM,54,Engineer,129,1,10909.40
TX000570,AC00461,830.63,6/3/2023,Debit,San Francisco,D000582,36.13.239.172,M073,Branch,56,Retired,76,1,6633.82
TX000571,AC00487,1129.07,8/17/2020,Debit,Washington,D000669,141.241.241.128,M015,ATM,37,Student,23,1,105.58
TX000572,AC00340,493.57,8/10/2024,Debit,Milwaukee,D000418,29.168.185.63,M068,Online,50,Retired,158,1,5387.02
TX000573,AC00376,102.82,8/25/2023,Debit,Virginia Beach,D000082,216.32.4.105,M040,ATM,49,Retired,85,1,9434.78
TX000574,AC00359,170.91,6/27/2024,Debit,Raleigh,D000090,166.7.230.111,M062,ATM,56,Engineer,132,1,12126.50
TX000575,AC00408,151.26,10/17/2022,Debit,Virginia Beach,D000373,51.250.46.149,M043,ATM,61,Retired,61,1,11434.20
TX000576,AC00475,963.60,1/15/2025,Credit,Seattle,D000419,83.207.115.164,M061,ATM,46,Student,42,1,209.12
TX000577,AC00421,360.35,3/20/2023,Credit,Mesa,D000358,189.198.67.252,M084,Online,68,Retired,119,1,5658.33
TX000578,AC00430,248.16,3/9/2021,Debit,Seattle,D000648,191.82.103.198,M071,Online,78,Doctor,57,1,14865.81
TX000579,AC00444,568.88,2/9/2021,Debit,Milwaukee,D000652,6.44.165.160,M047,Online,77,Doctor,84,1,12080.07
TX000580,AC00488,91.88,4/18/2023,Debit,Washington,D000448,167.104.180.235,M012,ATM,50,Student,17,1,293.31
TX000581,AC00372,59.93,5/3/2022,Debit,Seattle,D000034,219.98.242.240,M066,ATM,51,Engineer,122,1,13270.12
TX000582,AC00337,153.35,2/12/2022,Debit,Sacramento,D000094,137.135.250.168,M060,ATM,56,Engineer,142,1,11995.87
TX000583,AC00455,11.64,12/25/2021,Debit,Washington,D000032,218.238.171.184,M080,ATM,62,Doctor,36,1,14859.85
TX000584,AC00428,277.25,10/15/2024,Credit,Los Angeles,D000449,93.160.83.196,M089,Online,73,Retired,129,1,4426.57
TX000585,AC00402,318.07,6/6/2021 0:00,Debit,Portland,D000102,40.198.240.246,M072,ATM,51,Retired,117,1,8201.87
TX000586,AC00393,222.76,1/2/2023,Debit,San Antonio,D000458,84.237.126.96,M073,Online,77,Doctor,76,1,14840.81
TX000587,AC00383,207.15,10/23/2022,Debit,Tucson,D000266,134.247.5.188,M046,ATM,48,Student,91,1,5771.45
TX000588,AC00417,186.34,2/10/2023 17:06,Credit,New York,D000299,23.255.214.209,M074,Online,79,Doctor,64,1,14817.60
TX000589,AC00351,19.00,3/10/2025,Debit,Tucson,D000028,65.164.3.100,M055,ATM,66,Doctor,113,1,14425.00
TX000590,AC00396,49.48,12/17/2025,Debit,Tucson,D000021,10.144.131.89,M055,ATM,49,Engineer,93,1,11564.41
TX000591,AC00329,365.76,2/9/2023 16:28,Debit,New York,D000178,49.20.211.229,M058,Branch,57,Engineer,146,1,9930.39
TX000592,AC00330,522.73,1/20/2025,Debit,Philadelphia,D000339,92.90.132.79,M058,Branch,47,Retired,113,1,9567.80
TX000593,AC00463,2.87,12/23/2020,Debit,Washington,D000171,145.76.10.8,M068,ATM,79,Doctor,13,1,14977.45
TX000594,AC00483,308.03,2/16/2024,Debit,Washington,D000666,113.115.81.178,M022,ATM,70,Student,20,1,3659.95
TX000595,AC00498,198.09,6/7/2024,Debit,Washington,D000696,217.82.46.37,M048,ATM,77,Retired,14,1,11970.18
TX000596,AC00476,360.50,4/14/2021,Credit,Miami,D000554,81.102.230.41,M094,Online,67,Student,124,1,401.18
TX000597,AC00444,245.12,9/4/2023,Credit,Mesa,D000439,86.220.59.252,M089,Online,69,Student,145,1,2659.42
TX000598,AC00469,194.75,11/29/2021,Credit,Milwaukee,D000475,49.20.211.229,M093,Online,71,Student,118,1,1339.13
TX000599,AC00495,749.90,4/16/2022,Debit,Washington,D000682,163.58.140.206,M025,ATM,49,Student,25,1,136.00
TX000600,AC00418,673.45,11/26/2021,Debit,San Francisco,D000285,211.45.75.44,M040,ATM,45,Student,86,1,686.11
TX000601,AC00452,296.85,11/15/2025,Credit,Nashville,D000414,134.222.122.238,M090,Online,73,Retired,93,1,2899.39
TX000602,AC00462,1183.69,3/2/2021,Debit,Seattle,D000665,113.137.153.101,M020,Branch,61,Student,59,1,183.37
TX000603,AC00492,62.42,8/5/2022,Debit,Washington,D000570,62.152.134.92,M027,ATM,76,Retired,14,1,13633.87
TX000604,AC00496,71.49,4/1/2024,Debit,Washington,D000695,148.25.159.90,M025,ATM,79,Engineer,13,1,13499.01
TX000605,AC00447,369.63,5/19/2024,Debit,San Diego,D000078,147.114.91.132,M068,ATM,45,Retired,96,1,4668.95
TX000606,AC00434,297.50,2/10/2022,Credit,Louisville,D000392,39.129.125.110,M086,Online,64,Retired,129,1,3520.31
TX000607,AC00377,115.23,11/30/2023 16:51,Debit,San Francisco,D000049,105.87.212.115,M061,ATM,50,Engineer,117,1,12458.48
TX000608,AC00430,612.39,7/14/2023,Debit,Nashville,D000437,49.31.186.82,M075,Online,49,Student,139,1,576.44
TX000609,AC00326,289.35,1/29/2021,Debit,Miami,D000223,87.50.72.69,M053,Branch,58,Engineer,139,1,10248.18
TX000610,AC00480,234.79,10/3/2024,Debit,Virginia Beach,D000560,65.164.3.100,M063,ATM,65,Retired,35,1,10546.00
TX000611,AC00395,197.16,4/17/2024,Debit,Memphis,D000191,179.43.245.131,M063,Branch,65,Engineer,113,1,11818.74
TX000612,AC00379,38.26,9/14/2020 0:00,Debit,Virginia Beach,D000224,44.197.126.59,M048,ATM,73,Doctor,51,1,14735.27
TX000613,AC00378,25.62,11/13/2021,Debit,Virginia Beach,D000117,26.240.219.199,M069,ATM,70,Doctor,51,1,14878.12
TX000614,AC00464,827.41,9/9/2024,Debit,San Francisco,D000409,60.153.124.80,M066,ATM,39,Student,79,1,209.73
TX000615,AC00370,205.79,3/9/2021,Debit,Memphis,D000277,93.170.203.44,M047,Branch,69,Doctor,121,1,12622.30
TX000616,AC00353,118.37,9/28/2023 16:14,Debit,Seattle,D000242,70.130.169.235,M070,Branch,73,Doctor,78,1,14781.19
TX000617,AC00433,90.85,2/21/2023,Debit,Virginia Beach,D000337,143.212.47.226,M057,ATM,74,Doctor,45,1,14819.43
TX000618,AC00407,704.32,1/10/2020,Credit,Seattle,D000333,188.205.152.176,M047,ATM,53,Retired,43,1,1471.24
TX000619,AC00380,282.81,2/26/2021,Debit,New York,D000146,29.168.185.63,M064,Branch,60,Engineer,127,1,10050.59
TX000620,AC00370,234.10,4/17/2020,Debit,San Jose,D000183,163.129.70.210,M054,ATM,54,Engineer,135,1,9987.18
TX000621,AC00440,667.15,12/13/2021,Debit,Portland,D000595,87.50.72.69,M065,Online,54,Student,131,1,1590.19
TX000622,AC00471,876.49,9/22/2021,Debit,San Antonio,D000660,52.169.116.164,M057,Branch,55,Student,102,1,728.23
TX000623,AC00433,455.56,7/11/2021,Debit,Virginia Beach,D000258,195.226.203.234,M020,ATM,39,Student,38,1,370.14
TX000624,AC00466,757.03,8/21/2025,Credit,San Francisco,D000411,35.67.21.23,M069,ATM,40,Student,77,1,175.38
TX000625,AC00444,649.67,2/16/2025,Credit,Philadelphia,D000418,36.77.94.252,M075,Branch,52,Student,99,1,1262.32
TX000626,AC00309,267.92,7/7/2021,Debit,Sacramento,D000195,58.1.27.124,M055,Branch,57,Engineer,134,1,12232.85
TX000627,AC00339,174.27,5/17/2021,Debit,San Francisco,D000111,193.221.15.59,M065,ATM,50,Engineer,128,1,12723.52
TX000628,AC00335,243.46,12/13/2020,Debit,Portland,D000139,216.151.64.40,M045,ATM,55,Engineer,107,1,10081.41
TX000629,AC00499,214.12,1/27/2025,Debit,Washington,D000692,150.83.4.238,M046,ATM,76,Student,14,1,7043.98
TX000630,AC00376,33.05,12/11/2021,Debit,Seattle,D000022,80.75.92.66,M070,ATM,59,Doctor,136,1,14055.16
TX000631,AC00336,336.71,4/19/2020,Debit,San Antonio,D000229,35.220.238.127,M062,ATM,48,Engineer,118,1,10876.62
TX000632,AC00373,125.99,1/10/2025,Debit,Tucson,D000124,109.42.41.157,M060,ATM,57,Engineer,112,1,12281.42
TX000633,AC00492,94.74,5/8/2020,Debit,Washington,D000516,205.45.234.42,M019,ATM,70,Student,16,1,5319.51
TX000634,AC00474,358.97,11/23/2020,Credit,New York,D000452,30.229.179.194,M092,Online,69,Retired,105,1,857.90
TX000635,AC00307,285.44,10/12/2021,Debit,Nashville,D000258,200.13.225.150,M055,Branch,57,Engineer,140,1,11199.60
TX000636,AC00375,86.28,4/20/2024,Debit,San Francisco,D000032,11.167.243.171,M064,ATM,54,Doctor,124,1,13134.87
TX000637,AC00471,738.05,3/31/2022,Debit,Sacramento,D000520,81.102.230.41,M072,Branch,43,Student,126,1,130.62
TX000638,AC00364,82.20,7/1/2023,Debit,Tucson,D000115,143.212.47.226,M071,Branch,76,Doctor,81,1,14909.01
TX000639,AC00434,115.88,3/2/2023,Debit,Washington,D000098,161.195.172.148,M034,ATM,38,Student,50,1,2778.69
TX000640,AC00478,773.15,8/17/2020,Credit,San Francisco,D000565,114.115.12.20,M067,Branch,46,Student,62,1,130.66
TX000641,AC00461,247.94,6/11/2023,Credit,Louisville,D000496,116.44.12.250,M092,Online,75,Engineer,122,1,5894.40
TX000642,AC00492,380.98,9/10/2020 0:00,Debit,Washington,D000690,124.6.134.78,M026,ATM,74,Student,24,1,3171.14
TX000643,AC00438,241.66,10/2/2023,Credit,Kansas City,D000356,199.103.32.145,M081,Online,76,Doctor,98,1,12656.92
TX000644,AC00364,329.95,10/18/2021,Debit,San Jose,D000200,170.225.23.251,M032,ATM,54,Retired,73,1,4921.42
