ApplicantID,EmploymentType,AnnualIncome_USD,CreditScore_FICO,LoanAmount_USD,LoanTerm_Months,DebtToIncome_Ratio,InterestRate_Pct,ExistingLiabilities_Count,HomeOwnership,LoanPurpose,MissedPaymentsLast2Yrs,LoanDefaultRisk
APP_11654,Self_Employed_Professional,118350.31,655,18418.20,48,0.10,12.99,3,Own_Outright,Home_Improvement,1,0
APP_11655,Salaried_Corporate,134166.25,755,81199.99,36,0.36,8.86,5,Own_Outright,Business_Expansion,0,0
APP_11656,Small_Business_Owner,65126.92,663,34426.47,48,0.32,12.95,2,Rent,Home_Improvement,0,0
APP_11657,Self_Employed_Professional,96114.84,691,76644.82,36,0.50,12.28,2,Own_Outright,Home_Improvement,0,1
APP_11658,Self_Employed_Professional,84577.05,668,69649.86,60,0.71,12.02,3,Mortgage,Debt_Consolidation,2,1
APP_11659,Self_Employed_Professional,47001.71,710,29720.69,36,0.48,9.73,1,Rent,Debt_Consolidation,0,0
APP_11660,Salaried_Corporate,44200.94,604,23300.52,36,0.28,15.20,5,Mortgage,Education_Tuition,0,1
APP_11661,Self_Employed_Professional,64760.87,677,33767.23,84,0.19,12.42,3,Mortgage,Debt_Consolidation,0,0
APP_11662,Small_Business_Owner,59510.51,761,27447.26,48,0.27,9.05,2,Mortgage,Debt_Consolidation,0,0
APP_11663,Small_Business_Owner,68850.70,630,47843.89,48,0.32,12.98,3,Own_Outright,Debt_Consolidation,0,0
APP_11664,Small_Business_Owner,54831.46,672,21056.10,60,0.27,12.19,2,Rent,Debt_Consolidation,0,0
APP_11665,Salaried_Corporate,72810.04,758,23263.93,84,0.23,8.55,0,Own_Outright,Home_Improvement,0,0
APP_11666,Small_Business_Owner,40950.66,739,18798.08,60,0.25,8.90,2,Own_Outright,Education_Tuition,0,0
APP_11667,Salaried_Corporate,131345.78,719,50281.09,48,0.33,10.49,2,Mortgage,Debt_Consolidation,1,0
APP_11668,Salaried_Corporate,29174.22,715,21004.38,24,0.68,9.57,3,Employer_Provided,Debt_Consolidation,1,0
APP_11669,Salaried_Corporate,63801.59,714,21860.73,60,0.22,10.99,1,Mortgage,Home_Improvement,0,0
APP_11670,Government_Public,60378.24,675,26049.19,60,0.27,12.01,2,Mortgage,Education_Tuition,1,0
APP_11671,Self_Employed_Professional,62258.16,762,21110.96,36,0.14,8.57,5,Rent,Education_Tuition,0,0
APP_11672,Government_Public,45261.78,660,23843.26,48,0.46,12.29,0,Rent,Business_Expansion,1,0
APP_11673,Self_Employed_Professional,33524.20,625,12212.26,36,0.16,12.72,0,Mortgage,Debt_Consolidation,0,0
APP_11674,Government_Public,73729.46,600,43402.91,36,0.43,13.66,3,Own_Outright,Medical_Emergency,1,0
APP_11675,Self_Employed_Professional,60343.01,650,43109.02,24,0.53,14.07,0,Rent,Medical_Emergency,0,1
APP_11676,Self_Employed_Professional,78670.27,649,53086.15,48,0.38,12.59,5,Mortgage,Debt_Consolidation,0,1
APP_11677,Salaried_Corporate,31492.71,644,11372.43,36,0.15,11.76,1,Employer_Provided,Medical_Emergency,1,0
APP_11678,Self_Employed_Professional,143266.15,614,78200.19,36,0.41,14.71,4,Mortgage,Medical_Emergency,3,1
APP_11679,Self_Employed_Professional,63835.62,714,26674.86,60,0.23,9.56,3,Own_Outright,Medical_Emergency,0,0
APP_11680,Salaried_Corporate,22000.00,628,13313.02,24,0.27,13.93,0,Mortgage,Debt_Consolidation,1,0
APP_11681,Salaried_Corporate,72038.11,726,54754.49,84,0.68,11.13,3,Mortgage,Debt_Consolidation,2,0
APP_11682,Salaried_Corporate,53510.65,737,39500.56,36,0.47,9.38,1,Mortgage,Home_Improvement,0,0
APP_11683,Salaried_Corporate,39737.58,850,30640.01,60,0.59,6.43,4,Mortgage,Debt_Consolidation,0,0
APP_11684,Self_Employed_Professional,115198.40,660,49750.78,24,0.23,12.91,1,Rent,Debt_Consolidation,1,0
APP_11685,Self_Employed_Professional,100546.10,680,72183.96,12,0.32,12.86,3,Own_Outright,Medical_Emergency,0,1
APP_11686,Government_Public,77172.30,641,31922.49,36,0.15,13.47,1,Mortgage,Debt_Consolidation,1,0
APP_11687,Self_Employed_Professional,68504.61,614,15147.52,36,0.12,13.55,2,Own_Outright,Debt_Consolidation,2,0
APP_11688,Small_Business_Owner,83048.80,663,46684.01,48,0.21,10.55,0,Mortgage,Debt_Consolidation,1,0
APP_11689,Self_Employed_Professional,32530.59,640,18462.22,36,0.54,12.40,2,Own_Outright,Debt_Consolidation,0,1
APP_11690,Small_Business_Owner,72132.35,613,49240.20,36,0.33,13.61,1,Own_Outright,Debt_Consolidation,1,0
APP_11691,Salaried_Corporate,115487.39,705,85267.44,60,0.31,11.50,4,Mortgage,Auto_Purchase,0,0
APP_11692,Salaried_Corporate,105664.96,620,82067.14,36,0.66,14.73,0,Own_Outright,Auto_Purchase,0,1
APP_11693,Salaried_Corporate,41242.90,727,26457.08,36,0.53,9.04,2,Mortgage,Debt_Consolidation,0,0
APP_11694,Self_Employed_Professional,71933.84,746,42346.61,48,0.56,10.21,0,Rent,Medical_Emergency,0,0
APP_11695,Salaried_Corporate,39924.40,634,6424.04,36,0.08,12.64,2,Own_Outright,Debt_Consolidation,1,0
APP_11696,Self_Employed_Professional,71016.92,781,16297.96,36,0.09,7.31,2,Mortgage,Debt_Consolidation,0,0
APP_11697,Government_Public,47170.00,716,11699.18,36,0.19,9.20,2,Mortgage,Auto_Purchase,0,0
APP_11698,Small_Business_Owner,44734.33,685,14825.62,36,0.28,11.69,4,Mortgage,Business_Expansion,1,0
APP_11699,Salaried_Corporate,77741.98,574,60270.94,36,0.43,14.94,1,Rent,Debt_Consolidation,0,1
APP_11700,Self_Employed_Professional,47734.54,579,31421.00,12,0.60,16.28,1,Rent,Auto_Purchase,1,1
APP_11701,Self_Employed_Professional,46276.62,792,27454.61,36,0.48,6.86,0,Employer_Provided,Debt_Consolidation,1,0
APP_11702,Government_Public,77515.77,776,18378.27,36,0.14,8.74,1,Rent,Auto_Purchase,0,0
APP_11703,Small_Business_Owner,33973.16,794,20675.23,12,0.48,6.54,0,Rent,Medical_Emergency,0,0
APP_11704,Salaried_Corporate,57244.96,811,37844.85,60,0.23,7.73,3,Mortgage,Home_Improvement,0,0
APP_11705,Government_Public,33134.58,779,12112.93,60,0.20,8.14,1,Own_Outright,Auto_Purchase,0,0
APP_11706,Salaried_Corporate,35962.79,705,11529.83,24,0.14,10.94,2,Mortgage,Medical_Emergency,0,0
APP_11707,Salaried_Corporate,112063.12,726,70662.53,36,0.34,9.66,2,Rent,Business_Expansion,0,0
APP_11708,Salaried_Corporate,54865.59,646,12853.85,36,0.11,12.49,1,Employer_Provided,Home_Improvement,0,0
APP_11709,Salaried_Corporate,47917.78,706,26696.62,24,0.43,11.07,1,Rent,Business_Expansion,0,0
APP_11710,Salaried_Corporate,97044.48,738,80813.01,12,0.71,10.97,3,Rent,Auto_Purchase,0,0
APP_11711,Salaried_Corporate,136926.14,740,22903.05,48,0.08,8.61,0,Rent,Home_Improvement,1,0
APP_11712,Salaried_Corporate,74104.67,682,20579.39,12,0.17,11.26,0,Mortgage,Home_Improvement,0,0
APP_11713,Salaried_Corporate,104749.20,558,54586.12,60,0.37,15.49,1,Own_Outright,Education_Tuition,3,1
APP_11714,Government_Public,51625.42,592,10308.16,48,0.09,13.55,4,Rent,Medical_Emergency,1,0
APP_11715,Small_Business_Owner,67810.45,721,43767.48,48,0.37,8.91,3,Own_Outright,Debt_Consolidation,1,0
APP_11716,Small_Business_Owner,66389.70,657,13710.65,60,0.10,11.84,4,Own_Outright,Debt_Consolidation,0,0
APP_11717,Small_Business_Owner,76552.43,733,21750.62,24,0.20,9.38,4,Mortgage,Debt_Consolidation,0,0
APP_11718,Small_Business_Owner,102138.57,611,54480.46,36,0.47,15.21,2,Mortgage,Debt_Consolidation,2,0
APP_11719,Salaried_Corporate,34156.66,779,24619.06,24,0.45,8.84,3,Rent,Debt_Consolidation,0,0
APP_11720,Government_Public,44331.23,629,18036.61,36,0.31,12.78,1,Rent,Medical_Emergency,0,0
APP_11721,Salaried_Corporate,53189.97,786,10077.75,36,0.15,8.42,2,Own_Outright,Home_Improvement,0,0
APP_11722,Self_Employed_Professional,42763.01,589,16826.91,24,0.37,14.23,3,Mortgage,Debt_Consolidation,0,0
APP_11723,Government_Public,73380.36,729,14791.56,48,0.15,9.77,2,Mortgage,Debt_Consolidation,0,0
APP_11724,Salaried_Corporate,72970.44,629,20566.57,36,0.13,13.69,3,Own_Outright,Debt_Consolidation,1,1
APP_11725,Salaried_Corporate,67939.54,689,32455.76,24,0.17,12.97,2,Mortgage,Medical_Emergency,1,0
APP_11726,Government_Public,55203.87,760,42319.09,60,0.33,8.95,4,Mortgage,Home_Improvement,0,0
APP_11727,Self_Employed_Professional,121357.37,749,94111.74,24,0.33,7.94,0,Mortgage,Business_Expansion,0,0
APP_11728,Salaried_Corporate,72946.27,636,46897.02,24,0.43,13.78,1,Mortgage,Medical_Emergency,0,0
APP_11729,Retired,61846.12,650,45743.34,12,0.45,13.59,2,Mortgage,Auto_Purchase,0,0
APP_11730,Government_Public,68182.59,588,35755.42,36,0.38,15.62,2,Rent,Debt_Consolidation,1,1
APP_11731,Government_Public,92498.65,574,75745.57,60,0.33,14.61,2,Own_Outright,Auto_Purchase,3,0
APP_11732,Salaried_Corporate,72858.26,636,53495.09,60,0.62,13.28,2,Own_Outright,Auto_Purchase,0,0
APP_11733,Government_Public,44851.49,634,27357.30,48,0.25,13.24,2,Employer_Provided,Business_Expansion,0,0
APP_11734,Self_Employed_Professional,146280.08,592,45898.40,36,0.24,16.18,2,Own_Outright,Medical_Emergency,1,0
APP_11735,Small_Business_Owner,81461.51,677,55617.19,60,0.52,12.20,2,Rent,Education_Tuition,0,0
APP_11736,Salaried_Corporate,39402.87,688,30046.85,48,0.53,12.69,1,Mortgage,Education_Tuition,0,1
APP_11737,Self_Employed_Professional,29227.21,689,14176.05,60,0.22,10.71,3,Mortgage,Education_Tuition,0,0
APP_11738,Salaried_Corporate,90216.31,638,36486.39,36,0.29,12.94,0,Mortgage,Medical_Emergency,0,0
APP_11739,Government_Public,118380.13,652,47986.52,36,0.37,12.18,6,Employer_Provided,Debt_Consolidation,0,0
APP_11740,Self_Employed_Professional,81096.76,669,54864.79,12,0.56,12.78,0,Rent,Medical_Emergency,0,1
APP_11741,Self_Employed_Professional,87178.02,743,71050.69,36,0.35,10.25,2,Own_Outright,Education_Tuition,0,0
APP_11742,Salaried_Corporate,88171.64,646,37944.84,60,0.24,13.14,2,Rent,Business_Expansion,0,0
APP_11743,Salaried_Corporate,66312.95,581,14889.03,48,0.18,15.23,4,Mortgage,Business_Expansion,2,1
APP_11744,Self_Employed_Professional,31049.39,669,5572.80,48,0.08,12.33,2,Own_Outright,Home_Improvement,0,0
APP_11745,Small_Business_Owner,48315.32,662,35372.76,36,0.57,11.14,4,Mortgage,Auto_Purchase,1,0
APP_11746,Self_Employed_Professional,94613.55,585,34772.82,36,0.33,14.68,1,Own_Outright,Home_Improvement,1,0
APP_11747,Salaried_Corporate,86139.45,664,62547.31,84,0.38,11.91,1,Mortgage,Medical_Emergency,0,0
APP_11748,Self_Employed_Professional,60594.88,632,14005.28,36,0.09,13.31,1,Own_Outright,Home_Improvement,0,0
APP_11749,Salaried_Corporate,51706.22,685,9183.28,24,0.11,10.90,2,Own_Outright,Debt_Consolidation,0,0
APP_11750,Self_Employed_Professional,71556.14,717,26241.69,36,0.20,9.59,1,Own_Outright,Home_Improvement,0,0
APP_11751,Self_Employed_Professional,56703.51,655,21035.04,48,0.24,11.22,1,Mortgage,Debt_Consolidation,0,1
APP_11752,Salaried_Corporate,63844.97,723,54157.24,36,0.45,10.40,3,Own_Outright,Home_Improvement,0,0
APP_11753,Salaried_Corporate,70228.24,670,22273.31,12,0.21,10.86,4,Mortgage,Medical_Emergency,0,0
APP_11754,Self_Employed_Professional,46642.00,673,31201.20,48,0.30,12.65,3,Mortgage,Debt_Consolidation,1,0
APP_11755,Self_Employed_Professional,94847.40,670,75372.15,48,0.36,12.22,1,Own_Outright,Medical_Emergency,0,0
APP_11756,Salaried_Corporate,61444.27,677,42876.67,36,0.41,12.42,3,Mortgage,Debt_Consolidation,0,0
APP_11757,Self_Employed_Professional,82405.82,601,68559.52,24,0.34,13.73,3,Own_Outright,Debt_Consolidation,0,1
APP_11758,Self_Employed_Professional,68088.59,571,18194.00,24,0.25,17.01,2,Mortgage,Debt_Consolidation,0,0
APP_11759,Salaried_Corporate,132457.89,763,83243.01,36,0.34,10.40,1,Own_Outright,Debt_Consolidation,0,0
APP_11760,Salaried_Corporate,84483.29,704,43544.57,36,0.24,10.77,2,Own_Outright,Education_Tuition,0,0
APP_11761,Salaried_Corporate,79492.49,655,60334.51,24,0.59,12.81,2,Mortgage,Auto_Purchase,0,0
APP_11762,Small_Business_Owner,78204.11,759,52402.06,60,0.40,8.76,1,Mortgage,Medical_Emergency,0,0
APP_11763,Salaried_Corporate,169023.12,850,117521.15,60,0.64,6.31,2,Own_Outright,Medical_Emergency,1,0
APP_11764,Retired,64869.99,592,27272.84,24,0.16,15.40,4,Rent,Medical_Emergency,1,0
APP_11765,Self_Employed_Professional,71236.36,687,44439.79,36,0.40,9.93,1,Mortgage,Auto_Purchase,0,0
APP_11766,Small_Business_Owner,69366.58,733,53196.56,36,0.38,9.04,2,Mortgage,Home_Improvement,0,0
APP_11767,Retired,27318.10,584,7868.64,36,0.22,15.36,5,Rent,Debt_Consolidation,1,1
APP_11768,Salaried_Corporate,68999.61,591,11867.60,36,0.12,15.42,4,Mortgage,Education_Tuition,1,1
APP_11769,Self_Employed_Professional,104539.82,752,38475.78,36,0.18,9.14,2,Mortgage,Home_Improvement,1,0
APP_11770,Salaried_Corporate,83420.70,686,62914.95,36,0.50,10.03,5,Mortgage,Education_Tuition,1,0
APP_11771,Salaried_Corporate,130611.18,645,62088.37,24,0.39,13.30,2,Employer_Provided,Education_Tuition,0,0
APP_11772,Small_Business_Owner,94230.85,583,31084.35,48,0.31,16.54,3,Own_Outright,Home_Improvement,2,0
APP_11773,Salaried_Corporate,82943.70,711,65321.96,36,0.38,8.65,2,Mortgage,Business_Expansion,0,0
APP_11774,Government_Public,98713.72,599,17723.70,12,0.07,15.26,2,Mortgage,Debt_Consolidation,1,1
APP_11775,Small_Business_Owner,77974.85,624,55720.09,36,0.49,15.08,3,Mortgage,Medical_Emergency,0,0
APP_11776,Self_Employed_Professional,58320.99,628,41370.44,24,0.38,14.22,2,Mortgage,Medical_Emergency,0,0
APP_11777,Self_Employed_Professional,62452.59,668,32057.84,36,0.41,11.97,2,Employer_Provided,Education_Tuition,2,0
APP_11778,Government_Public,22643.61,618,7578.42,24,0.27,14.55,3,Own_Outright,Home_Improvement,1,1
APP_11779,Salaried_Corporate,135642.69,628,61607.82,36,0.21,13.40,2,Own_Outright,Debt_Consolidation,0,0
APP_11780,Small_Business_Owner,60522.77,751,24082.31,36,0.25,9.49,4,Rent,Debt_Consolidation,0,0
APP_11781,Salaried_Corporate,41375.53,701,10309.83,36,0.09,10.92,3,Mortgage,Home_Improvement,1,0
APP_11782,Salaried_Corporate,56114.86,691,31791.66,36,0.45,11.30,3,Mortgage,Home_Improvement,0,0
APP_11783,Salaried_Corporate,145906.03,718,41872.28,48,0.20,9.63,3,Mortgage,Home_Improvement,0,0
APP_11784,Salaried_Corporate,68345.46,621,57907.70,60,0.72,13.35,2,Rent,Medical_Emergency,0,0
APP_11785,Salaried_Corporate,74282.66,714,41010.92,36,0.30,11.68,1,Mortgage,Home_Improvement,0,0
APP_11786,Small_Business_Owner,169191.57,718,39230.70,36,0.17,9.74,4,Own_Outright,Debt_Consolidation,0,0
APP_11787,Self_Employed_Professional,96369.45,623,55915.50,60,0.40,12.08,0,Mortgage,Debt_Consolidation,0,0
APP_11788,Government_Public,58123.11,729,24184.27,36,0.28,12.66,1,Mortgage,Education_Tuition,0,0
APP_11789,Small_Business_Owner,30793.99,705,8621.43,36,0.17,10.36,3,Mortgage,Auto_Purchase,0,0
APP_11790,Government_Public,88217.19,707,31584.54,48,0.20,10.42,2,Mortgage,Home_Improvement,1,0
APP_11791,Government_Public,48766.46,798,16050.80,36,0.16,7.05,1,Rent,Home_Improvement,0,0
APP_11792,Small_Business_Owner,89050.79,698,49680.57,12,0.43,10.97,3,Rent,Debt_Consolidation,0,0
APP_11793,Salaried_Corporate,64751.00,630,22208.55,48,0.27,12.79,0,Rent,Debt_Consolidation,0,0
APP_11794,Salaried_Corporate,79534.45,698,14599.53,48,0.14,12.15,2,Own_Outright,Auto_Purchase,0,0
APP_11795,Salaried_Corporate,99025.53,691,71552.36,36,0.68,11.05,2,Mortgage,Debt_Consolidation,0,0
APP_11796,Salaried_Corporate,30388.94,618,10630.16,12,0.19,12.99,0,Own_Outright,Debt_Consolidation,2,0
APP_11797,Government_Public,70117.36,558,25471.00,60,0.16,13.69,3,Mortgage,Home_Improvement,3,1
APP_11798,Self_Employed_Professional,65631.76,686,29752.01,48,0.17,12.26,1,Rent,Education_Tuition,0,0
APP_11799,Government_Public,75324.94,751,53127.10,36,0.30,8.70,2,Own_Outright,Home_Improvement,0,0
APP_11800,Salaried_Corporate,83031.58,752,48206.15,24,0.30,9.32,2,Mortgage,Medical_Emergency,0,0
APP_11801,Government_Public,70855.67,708,14976.88,36,0.08,9.85,1,Rent,Education_Tuition,0,1
APP_11802,Salaried_Corporate,49437.60,792,23322.61,12,0.43,7.66,2,Mortgage,Education_Tuition,1,0
APP_11803,Salaried_Corporate,39805.82,701,27055.45,36,0.37,10.83,3,Rent,Home_Improvement,0,0
APP_11804,Government_Public,32387.65,677,5781.74,84,0.16,12.45,4,Mortgage,Debt_Consolidation,1,0
APP_11805,Salaried_Corporate,69832.39,703,12450.32,48,0.10,10.91,1,Rent,Medical_Emergency,0,0
APP_11806,Small_Business_Owner,83869.83,642,53793.56,84,0.43,12.07,1,Employer_Provided,Education_Tuition,0,0
APP_11807,Salaried_Corporate,56731.96,608,28427.53,36,0.35,16.11,2,Mortgage,Medical_Emergency,0,0
APP_11808,Government_Public,96166.22,626,25449.66,24,0.16,13.89,4,Own_Outright,Business_Expansion,0,0
APP_11809,Self_Employed_Professional,62848.72,659,38914.76,84,0.35,11.60,1,Mortgage,Medical_Emergency,0,0
APP_11810,Small_Business_Owner,63669.84,746,13196.06,60,0.15,9.38,1,Rent,Debt_Consolidation,0,0
APP_11811,Self_Employed_Professional,34641.15,596,15978.13,36,0.41,14.93,1,Own_Outright,Home_Improvement,1,1
APP_11812,Self_Employed_Professional,54202.65,627,39237.63,24,0.58,13.89,4,Employer_Provided,Education_Tuition,0,1
APP_11813,Self_Employed_Professional,100138.07,742,27436.37,48,0.17,9.67,2,Rent,Debt_Consolidation,0,0
APP_11814,Self_Employed_Professional,124106.73,667,69840.06,12,0.46,12.27,2,Mortgage,Medical_Emergency,0,0
APP_11815,Small_Business_Owner,60740.31,677,24875.28,60,0.30,12.44,0,Mortgage,Home_Improvement,2,0
APP_11816,Salaried_Corporate,97754.14,666,75792.72,48,0.51,12.69,4,Own_Outright,Home_Improvement,0,1
APP_11817,Small_Business_Owner,125053.33,816,75360.33,24,0.53,7.32,1,Mortgage,Home_Improvement,0,0
APP_11818,Salaried_Corporate,43398.46,726,17421.45,24,0.26,8.53,4,Mortgage,Home_Improvement,0,0
APP_11819,Salaried_Corporate,76332.42,706,37589.42,12,0.30,9.28,1,Own_Outright,Education_Tuition,0,0
APP_11820,Self_Employed_Professional,72088.47,703,37358.17,48,0.39,10.14,2,Own_Outright,Debt_Consolidation,0,0
APP_11821,Self_Employed_Professional,107340.26,717,90068.92,24,0.51,10.08,0,Own_Outright,Auto_Purchase,1,0
APP_11822,Small_Business_Owner,45442.21,810,30524.74,36,0.35,6.33,1,Mortgage,Debt_Consolidation,0,0
APP_11823,Retired,76272.58,666,49559.59,36,0.43,11.29,3,Mortgage,Debt_Consolidation,0,0
APP_11824,Self_Employed_Professional,58909.63,701,49400.43,36,0.72,11.04,1,Mortgage,Debt_Consolidation,0,0
APP_11825,Retired,80116.52,692,20609.06,48,0.17,10.47,3,Rent,Debt_Consolidation,0,0
APP_11826,Self_Employed_Professional,114648.43,749,54688.90,24,0.45,7.20,3,Own_Outright,Home_Improvement,1,0
APP_11827,Salaried_Corporate,128641.32,801,105900.78,24,0.69,6.17,0,Own_Outright,Debt_Consolidation,0,0
APP_11828,Small_Business_Owner,115102.74,652,85941.65,36,0.48,12.12,2,Employer_Provided,Debt_Consolidation,1,1
APP_11829,Salaried_Corporate,42377.94,719,12435.13,60,0.16,10.00,5,Rent,Education_Tuition,1,0
APP_11830,Retired,53486.14,701,23802.41,36,0.33,11.57,1,Mortgage,Medical_Emergency,0,0
APP_11831,Salaried_Corporate,104074.32,599,29301.12,36,0.26,14.86,2,Rent,Business_Expansion,2,1
APP_11832,Salaried_Corporate,86870.35,753,55639.64,36,0.38,7.38,2,Mortgage,Auto_Purchase,1,0
APP_11833,Self_Employed_Professional,58793.02,792,34224.86,24,0.28,8.74,3,Rent,Home_Improvement,0,0
APP_11834,Salaried_Corporate,43808.95,743,24395.52,48,0.24,9.18,0,Mortgage,Home_Improvement,0,0
APP_11835,Salaried_Corporate,22000.00,649,17207.15,36,0.52,12.77,1,Mortgage,Business_Expansion,0,0
APP_11836,Salaried_Corporate,32293.66,602,7113.31,84,0.14,14.50,2,Rent,Home_Improvement,1,1
APP_11837,Government_Public,57672.68,732,46619.65,36,0.53,9.05,1,Own_Outright,Home_Improvement,0,0
APP_11838,Salaried_Corporate,58068.19,620,28405.53,36,0.31,14.21,1,Mortgage,Debt_Consolidation,1,0
APP_11839,Self_Employed_Professional,79617.15,626,13448.73,36,0.12,11.98,2,Rent,Debt_Consolidation,0,0
APP_11840,Self_Employed_Professional,86745.68,704,68559.62,24,0.42,11.81,2,Mortgage,Education_Tuition,1,0
APP_11841,Government_Public,182875.63,738,146637.15,12,0.51,9.67,3,Mortgage,Debt_Consolidation,0,0
APP_11842,Government_Public,46797.34,668,37934.58,60,0.49,12.32,5,Mortgage,Debt_Consolidation,1,0
APP_11843,Government_Public,27500.83,677,20195.41,84,0.49,12.13,4,Rent,Auto_Purchase,0,0
APP_11844,Salaried_Corporate,43564.37,683,15025.27,24,0.21,11.14,4,Own_Outright,Education_Tuition,1,0
APP_11845,Self_Employed_Professional,140720.47,630,49326.88,84,0.26,14.41,5,Own_Outright,Education_Tuition,0,1
APP_11846,Government_Public,66556.02,665,25267.73,36,0.29,11.56,2,Own_Outright,Medical_Emergency,0,0
APP_11847,Salaried_Corporate,104356.57,585,32130.96,48,0.18,14.21,9,Own_Outright,Debt_Consolidation,0,0
APP_11848,Salaried_Corporate,51365.11,738,40363.01,84,0.62,9.64,1,Mortgage,Home_Improvement,0,0
APP_11849,Government_Public,52805.04,850,27689.22,84,0.47,4.40,2,Mortgage,Debt_Consolidation,1,0
APP_11850,Salaried_Corporate,30595.66,694,10290.28,36,0.27,10.65,4,Mortgage,Debt_Consolidation,0,0
APP_11851,Salaried_Corporate,57020.35,767,39376.66,36,0.56,8.69,0,Rent,Education_Tuition,0,0
APP_11852,Salaried_Corporate,66495.59,673,39191.96,48,0.47,12.44,4,Rent,Education_Tuition,0,0
APP_11853,Salaried_Corporate,97771.74,602,40623.23,24,0.24,14.37,4,Mortgage,Debt_Consolidation,0,1
APP_11854,Retired,85175.97,836,67282.30,36,0.72,5.28,4,Mortgage,Home_Improvement,0,0
APP_11855,Salaried_Corporate,161812.35,635,87193.61,60,0.25,12.95,2,Own_Outright,Business_Expansion,1,1
APP_11856,Salaried_Corporate,61745.63,752,36413.06,24,0.31,8.48,4,Mortgage,Home_Improvement,0,0
APP_11857,Salaried_Corporate,73801.25,704,12755.70,36,0.08,10.66,3,Own_Outright,Debt_Consolidation,0,0
APP_11858,Self_Employed_Professional,65708.26,767,38828.11,36,0.38,7.98,3,Own_Outright,Debt_Consolidation,1,0
APP_11859,Small_Business_Owner,48397.61,686,21246.14,36,0.35,10.61,6,Own_Outright,Home_Improvement,1,1
APP_11860,Self_Employed_Professional,79566.51,614,53598.38,24,0.34,13.09,5,Mortgage,Home_Improvement,3,1
APP_11861,Self_Employed_Professional,58450.21,647,10559.95,60,0.17,11.32,1,Rent,Auto_Purchase,0,0
APP_11862,Self_Employed_Professional,139865.26,843,58758.73,48,0.31,6.62,1,Mortgage,Debt_Consolidation,0,0
APP_11863,Salaried_Corporate,46385.95,711,9088.15,24,0.18,11.06,1,Mortgage,Home_Improvement,0,0
APP_11864,Salaried_Corporate,56788.11,832,45540.80,36,0.57,5.16,1,Mortgage,Debt_Consolidation,0,0
APP_11865,Government_Public,37809.37,666,16784.05,12,0.31,12.63,1,Rent,Debt_Consolidation,0,0
APP_11866,Government_Public,77054.57,736,19065.66,24,0.23,9.63,5,Rent,Debt_Consolidation,1,0
APP_11867,Salaried_Corporate,36410.63,607,24404.37,36,0.61,13.19,1,Own_Outright,Home_Improvement,1,0
APP_11868,Government_Public,65930.13,692,50587.71,36,0.59,10.33,3,Own_Outright,Home_Improvement,0,0
APP_11869,Government_Public,39103.72,835,27088.99,36,0.29,5.92,3,Own_Outright,Debt_Consolidation,0,0
APP_11870,Small_Business_Owner,42504.75,639,31681.52,36,0.31,13.67,5,Mortgage,Business_Expansion,0,0
APP_11871,Small_Business_Owner,46900.42,645,34839.05,36,0.28,13.33,6,Mortgage,Debt_Consolidation,1,1
APP_11872,Retired,91883.35,744,77414.07,84,0.37,8.87,1,Mortgage,Auto_Purchase,0,0
APP_11873,Salaried_Corporate,63414.46,697,25641.86,60,0.27,11.36,1,Own_Outright,Education_Tuition,0,0
APP_11874,Salaried_Corporate,62614.95,813,24670.30,12,0.24,6.70,1,Own_Outright,Debt_Consolidation,0,0
APP_11875,Retired,85228.84,674,19442.87,36,0.17,11.23,5,Employer_Provided,Debt_Consolidation,0,0
APP_11876,Self_Employed_Professional,49166.35,694,36888.84,24,0.66,11.87,0,Own_Outright,Debt_Consolidation,1,0
APP_11877,Small_Business_Owner,27321.11,711,21894.47,48,0.46,10.61,2,Own_Outright,Education_Tuition,0,0
APP_11878,Salaried_Corporate,40355.58,620,14029.18,60,0.30,14.17,4,Employer_Provided,Home_Improvement,0,0
APP_11879,Salaried_Corporate,58182.18,606,33777.56,48,0.52,13.38,1,Mortgage,Debt_Consolidation,1,1
APP_11880,Retired,64729.45,600,20807.73,48,0.24,14.06,3,Own_Outright,Debt_Consolidation,4,1
APP_11881,Salaried_Corporate,85087.62,475,64103.28,60,0.64,19.62,2,Rent,Debt_Consolidation,1,1
APP_11882,Self_Employed_Professional,61984.67,684,9596.47,24,0.14,11.23,3,Own_Outright,Medical_Emergency,0,0
APP_11883,Salaried_Corporate,104570.33,605,66567.03,48,0.40,14.12,1,Rent,Medical_Emergency,0,1
APP_11884,Retired,77861.53,655,41271.43,24,0.35,11.65,1,Own_Outright,Home_Improvement,0,0
APP_11885,Salaried_Corporate,35113.69,756,12297.90,12,0.23,9.03,2,Rent,Debt_Consolidation,0,0
APP_11886,Government_Public,22000.00,629,17514.70,48,0.50,12.57,2,Mortgage,Auto_Purchase,1,0
APP_11887,Salaried_Corporate,42052.10,735,20424.50,36,0.45,9.92,2,Rent,Education_Tuition,0,0
APP_11888,Retired,70405.53,587,36411.78,12,0.21,14.15,3,Mortgage,Home_Improvement,1,0
APP_11889,Salaried_Corporate,78195.75,645,16287.48,12,0.12,12.69,8,Mortgage,Auto_Purchase,0,0
APP_11890,Government_Public,63104.67,803,27659.14,84,0.39,8.45,2,Mortgage,Education_Tuition,1,0
APP_11891,Self_Employed_Professional,69849.96,662,18252.43,24,0.21,12.54,0,Own_Outright,Home_Improvement,0,0
