WireTransferID,OriginatingCountry,BeneficiaryCountry,Currency,TransferAmount,SenderAccountType,KYC_VerificationLevel,PEP_Status,SanctionsScreeningResult,TransactionsInLast24h,StructuringRiskIndex,AML_SuspiciousActivityFlag
SWIFT_00001643,GB,SG,AED,196428.79,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,6,0.55,1
SWIFT_00001644,KY,RU,EUR,27439.47,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.08,1
SWIFT_00001645,KY,HK,USD,158665.03,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,2,0.42,1
SWIFT_00001646,DE,CY,INR,216420.42,ESCROW,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,1,0.18,1
SWIFT_00001647,US,CY,INR,16329.47,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,12,0.51,1
SWIFT_00001648,CH,HK,SGD,201242.83,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,10,0.59,1
SWIFT_00001649,GB,RU,GBP,241158.28,ESCROW,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,9,0.97,1
SWIFT_00001650,US,CY,USD,142640.53,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,2,0.83,1
SWIFT_00001651,PA,AE,SGD,239081.11,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,CLEAR,8,0.41,1
SWIFT_00001652,GB,HK,AED,17884.22,CORPORATE_CURRENT,TIER_1_STANDARD,YES,CLEAR,2,0.62,1
SWIFT_00001653,GB,VG,INR,249948.38,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,13,0.39,1
SWIFT_00001654,PA,IN,AED,91725.47,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,10,0.23,1
SWIFT_00001655,US,VG,INR,27538.10,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.56,0
SWIFT_00001656,SG,US,SGD,101808.65,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.63,1
SWIFT_00001657,US,RU,GBP,91865.28,ESCROW,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,2,0.41,1
SWIFT_00001658,PA,CY,EUR,133049.59,ESCROW,TIER_1_STANDARD,NO,CLEAR,2,0.60,1
SWIFT_00001659,CH,VG,SGD,205227.77,CORPORATE_CURRENT,TIER_1_STANDARD,YES,CLEAR,10,0.59,1
SWIFT_00001660,GB,AE,GBP,155965.89,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,CLEAR,11,0.59,1
SWIFT_00001661,GB,US,INR,15820.35,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,8,0.42,0
SWIFT_00001662,CH,IN,USD,187915.94,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,13,0.61,0
SWIFT_00001663,PA,IN,GBP,210695.05,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,8,0.79,1
SWIFT_00001664,GB,SG,EUR,37626.31,ESCROW,TIER_2_ENHANCED,NO,CLEAR,3,0.74,0
SWIFT_00001665,DE,GB,SGD,179444.52,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,2,0.26,1
SWIFT_00001666,PA,RU,SGD,107623.72,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,11,0.60,1
SWIFT_00001667,AE,CY,GBP,77775.39,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,10,0.09,0
SWIFT_00001668,DE,RU,EUR,113433.27,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,6,0.92,1
SWIFT_00001669,PA,CY,USD,67085.18,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.54,1
SWIFT_00001670,US,US,AED,152336.09,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,12,0.22,1
SWIFT_00001671,GB,HK,SGD,40151.27,ESCROW,TIER_1_STANDARD,NO,CLEAR,1,0.18,0
SWIFT_00001672,IN,AE,INR,44196.86,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.05,0
SWIFT_00001673,CH,US,AED,47005.48,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,9,0.85,0
SWIFT_00001674,PA,VG,INR,73212.41,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.78,1
SWIFT_00001675,GB,RU,GBP,195631.13,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,4,0.71,1
SWIFT_00001676,CH,SG,EUR,31446.56,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,12,0.34,0
SWIFT_00001677,US,IN,EUR,199497.16,CORPORATE_CURRENT,TIER_2_ENHANCED,YES,CLEAR,1,0.45,1
SWIFT_00001678,PA,SG,USD,240992.72,CORPORATE_CURRENT,TIER_1_STANDARD,YES,CLEAR,2,0.20,1
SWIFT_00001679,KY,US,SGD,84569.31,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,6,0.29,1
SWIFT_00001680,US,SG,USD,244369.25,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,8,0.94,1
SWIFT_00001681,CH,VG,AED,63030.92,OFFSHORE_TRUST,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,3,0.22,1
SWIFT_00001682,DE,US,SGD,48840.12,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,7,0.06,1
SWIFT_00001683,PA,US,GBP,22108.30,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,10,0.61,1
SWIFT_00001684,US,GB,GBP,179910.64,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.18,1
SWIFT_00001685,DE,HK,GBP,40593.24,ESCROW,TIER_1_STANDARD,NO,CLEAR,12,0.18,0
SWIFT_00001686,IN,GB,INR,150206.15,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,8,0.72,1
SWIFT_00001687,US,VG,AED,53063.39,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,5,0.27,0
SWIFT_00001688,DE,SG,EUR,159239.68,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.90,1
SWIFT_00001689,KY,IN,EUR,25035.37,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.63,1
SWIFT_00001690,AE,HK,USD,79898.76,ESCROW,TIER_1_STANDARD,NO,CLEAR,9,0.35,0
SWIFT_00001691,GB,GB,INR,67592.12,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.83,0
SWIFT_00001692,US,RU,USD,41105.26,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,11,0.75,0
SWIFT_00001693,IN,GB,GBP,114104.52,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,5,0.90,1
SWIFT_00001694,KY,CY,GBP,57976.87,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.33,1
SWIFT_00001695,GB,IN,EUR,159057.49,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,6,0.16,1
SWIFT_00001696,DE,IN,GBP,11555.66,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.25,0
SWIFT_00001697,SG,VG,GBP,218780.93,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,6,0.80,0
SWIFT_00001698,IN,GB,GBP,227689.65,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,10,0.82,1
SWIFT_00001699,IN,CY,SGD,103083.72,OFFSHORE_TRUST,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,4,0.73,1
SWIFT_00001700,KY,GB,AED,76883.21,CORPORATE_CURRENT,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,5,0.81,1
SWIFT_00001701,GB,US,GBP,2394.30,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,4,0.81,0
SWIFT_00001702,GB,VG,EUR,39205.62,CORPORATE_CURRENT,TIER_1_STANDARD,YES,CLEAR,10,0.49,1
SWIFT_00001703,PA,AE,USD,122248.77,ESCROW,TIER_2_ENHANCED,NO,CLEAR,7,0.56,1
SWIFT_00001704,GB,IN,EUR,146588.86,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,11,0.64,1
SWIFT_00001705,US,CY,INR,227279.27,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,4,0.74,1
SWIFT_00001706,CH,GB,USD,243691.53,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,14,0.37,1
SWIFT_00001707,US,SG,USD,39752.40,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,11,0.56,0
SWIFT_00001708,KY,CY,EUR,11317.00,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.16,1
SWIFT_00001709,CH,SG,SGD,211799.31,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.05,1
SWIFT_00001710,DE,RU,GBP,229960.29,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,8,0.22,1
SWIFT_00001711,DE,AE,INR,138351.87,CORPORATE_CURRENT,TIER_1_STANDARD,YES,CLEAR,8,0.88,1
SWIFT_00001712,PA,CY,AED,136149.51,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,12,0.98,1
SWIFT_00001713,PA,VG,INR,188578.22,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,13,0.81,1
SWIFT_00001714,GB,VG,GBP,147145.08,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,4,0.78,0
SWIFT_00001715,AE,HK,USD,224499.05,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,3,0.03,0
SWIFT_00001716,PA,GB,GBP,51867.03,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,CLEAR,8,0.03,1
SWIFT_00001717,GB,RU,SGD,6131.52,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.68,0
SWIFT_00001718,IN,AE,USD,83103.86,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,5,0.98,0
SWIFT_00001719,US,IN,USD,160279.68,ESCROW,TIER_1_STANDARD,NO,CLEAR,6,0.07,1
SWIFT_00001720,AE,HK,AED,220825.13,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,10,0.84,0
SWIFT_00001721,KY,VG,USD,64259.56,OFFSHORE_TRUST,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,12,0.23,1
SWIFT_00001722,PA,VG,GBP,81828.67,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,3,0.06,1
SWIFT_00001723,IN,IN,SGD,91132.51,ESCROW,TIER_1_STANDARD,NO,CLEAR,12,0.82,0
SWIFT_00001724,KY,VG,AED,217053.32,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,12,0.37,1
SWIFT_00001725,KY,RU,SGD,227430.56,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,6,0.58,1
SWIFT_00001726,DE,GB,GBP,31570.00,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,6,0.86,0
SWIFT_00001727,GB,SG,EUR,40359.74,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.23,0
SWIFT_00001728,AE,IN,GBP,83174.48,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,4,0.90,0
SWIFT_00001729,US,SG,INR,71951.51,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,10,0.06,1
SWIFT_00001730,DE,GB,EUR,12604.96,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,2,0.88,1
SWIFT_00001731,KY,IN,SGD,3771.97,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,CLEAR,3,0.31,1
SWIFT_00001732,SG,GB,USD,115498.53,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,12,0.90,1
SWIFT_00001733,DE,IN,USD,218242.60,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,8,0.46,1
SWIFT_00001734,KY,US,AED,51499.51,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,YES,CLEAR,4,0.18,1
SWIFT_00001735,DE,SG,AED,40874.57,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,7,0.24,0
SWIFT_00001736,US,IN,SGD,56849.74,ESCROW,TIER_1_STANDARD,YES,CLEAR,3,0.15,1
SWIFT_00001737,IN,CY,GBP,231808.54,ESCROW,TIER_2_ENHANCED,YES,CLEAR,4,0.69,1
SWIFT_00001738,PA,SG,GBP,98346.40,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,1,0.57,1
SWIFT_00001739,US,AE,USD,43170.18,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,7,0.11,0
SWIFT_00001740,PA,VG,SGD,180630.40,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,14,0.17,1
SWIFT_00001741,AE,US,SGD,201554.75,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,1,0.76,0
SWIFT_00001742,SG,AE,EUR,108487.50,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,13,0.34,1
SWIFT_00001743,US,VG,SGD,49272.78,ESCROW,TIER_1_STANDARD,NO,CLEAR,14,0.65,0
SWIFT_00001744,US,US,USD,228272.75,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,11,0.83,0
SWIFT_00001745,AE,HK,AED,82601.59,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,1,0.04,1
SWIFT_00001746,US,SG,AED,183670.37,ESCROW,TIER_2_ENHANCED,YES,CLEAR,3,0.31,1
SWIFT_00001747,IN,IN,AED,66000.46,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,13,0.14,0
SWIFT_00001748,IN,AE,AED,67891.03,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,14,0.94,1
SWIFT_00001749,PA,HK,INR,95082.37,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,6,0.84,1
SWIFT_00001750,DE,US,GBP,200330.44,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,4,0.19,1
SWIFT_00001751,US,IN,EUR,75233.82,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,15,0.19,1
SWIFT_00001752,GB,RU,GBP,164032.23,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,1,0.64,1
SWIFT_00001753,CH,SG,SGD,51802.72,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,4,0.51,0
SWIFT_00001754,PA,GB,SGD,227893.37,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,3,0.42,1
SWIFT_00001755,PA,SG,USD,170810.60,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,13,0.85,1
SWIFT_00001756,IN,US,SGD,130501.64,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,YES,POTENTIAL_SANCTION_MATCH,7,0.75,1
SWIFT_00001757,IN,AE,SGD,98535.69,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,11,0.54,1
SWIFT_00001758,PA,IN,USD,195795.81,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,14,0.78,1
SWIFT_00001759,DE,VG,EUR,86141.09,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.73,0
SWIFT_00001760,AE,GB,USD,106891.54,CORPORATE_CURRENT,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,12,0.40,1
SWIFT_00001761,KY,HK,GBP,207574.16,ESCROW,TIER_2_ENHANCED,NO,CLEAR,2,0.60,1
SWIFT_00001762,GB,CY,USD,130322.09,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.12,0
SWIFT_00001763,PA,VG,INR,26524.40,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,6,0.61,1
SWIFT_00001764,IN,AE,GBP,238394.62,ESCROW,TIER_1_STANDARD,NO,CLEAR,15,0.96,0
SWIFT_00001765,IN,IN,USD,27870.18,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,3,0.04,1
SWIFT_00001766,CH,SG,INR,229997.29,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.94,1
SWIFT_00001767,GB,AE,AED,145166.13,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,12,0.09,1
SWIFT_00001768,CH,SG,SGD,203010.74,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,14,0.57,1
SWIFT_00001769,AE,US,AED,1584.54,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.28,0
SWIFT_00001770,SG,HK,AED,113039.87,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,15,0.62,1
SWIFT_00001771,AE,HK,USD,125757.65,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.60,1
SWIFT_00001772,PA,VG,SGD,9363.18,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,6,0.13,1
SWIFT_00001773,US,GB,GBP,104243.02,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,1,0.01,0
SWIFT_00001774,DE,US,INR,88716.62,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,4,0.76,1
SWIFT_00001775,DE,CY,USD,214181.28,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,5,0.39,0
SWIFT_00001776,CH,IN,AED,188315.53,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,CLEAR,6,0.02,1
SWIFT_00001777,PA,VG,INR,93002.44,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,13,0.56,1
SWIFT_00001778,GB,HK,INR,176432.54,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.16,1
SWIFT_00001779,DE,GB,SGD,233791.53,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,12,0.44,1
SWIFT_00001780,SG,AE,GBP,8517.28,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,10,0.27,0
SWIFT_00001781,DE,AE,SGD,40884.80,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,2,0.10,1
SWIFT_00001782,US,CY,EUR,231346.36,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,1,0.47,1
SWIFT_00001783,CH,RU,AED,198318.06,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,14,0.24,1
SWIFT_00001784,US,CY,GBP,249365.68,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,12,0.69,0
SWIFT_00001785,AE,RU,SGD,89321.28,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,12,0.14,0
SWIFT_00001786,KY,IN,SGD,66172.49,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,13,0.04,1
SWIFT_00001787,AE,VG,EUR,119789.73,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,7,0.31,1
SWIFT_00001788,SG,GB,SGD,61839.01,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,11,0.56,0
SWIFT_00001789,CH,GB,SGD,121069.43,ESCROW,TIER_1_STANDARD,NO,CLEAR,11,0.61,1
SWIFT_00001790,AE,GB,AED,173026.06,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,15,0.82,1
SWIFT_00001791,IN,US,USD,159207.42,ESCROW,TIER_2_ENHANCED,NO,CLEAR,1,0.37,0
SWIFT_00001792,CH,HK,AED,100095.56,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,3,0.47,1
SWIFT_00001793,CH,IN,INR,24711.12,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,5,0.39,1
SWIFT_00001794,GB,SG,AED,149786.84,CORPORATE_CURRENT,TIER_1_STANDARD,YES,CLEAR,2,0.67,1
SWIFT_00001795,US,US,GBP,156100.43,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.12,0
SWIFT_00001796,DE,AE,EUR,153597.07,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,9,0.00,0
SWIFT_00001797,PA,AE,AED,194557.31,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,1,0.73,1
SWIFT_00001798,IN,HK,AED,48851.11,ESCROW,TIER_3_SIMPLIFIED,NO,CLEAR,2,0.31,0
SWIFT_00001799,US,IN,EUR,89783.04,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.49,0
SWIFT_00001800,IN,SG,EUR,167961.64,ESCROW,TIER_2_ENHANCED,NO,CLEAR,3,0.42,1
SWIFT_00001801,KY,SG,AED,166884.81,ESCROW,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,12,0.72,1
SWIFT_00001802,DE,GB,SGD,45812.54,ESCROW,TIER_2_ENHANCED,YES,POTENTIAL_SANCTION_MATCH,12,0.86,1
SWIFT_00001803,CH,SG,AED,132358.12,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,NO,CLEAR,1,0.43,1
SWIFT_00001804,PA,AE,USD,46193.09,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,8,0.66,1
SWIFT_00001805,AE,VG,SGD,227836.01,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,POTENTIAL_SANCTION_MATCH,11,0.16,1
SWIFT_00001806,AE,CY,EUR,145230.90,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.81,1
SWIFT_00001807,US,VG,USD,247620.59,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,7,0.96,1
SWIFT_00001808,SG,US,USD,63117.96,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,9,0.00,1
SWIFT_00001809,SG,HK,EUR,197205.10,INDIVIDUAL_SAVINGS,TIER_2_ENHANCED,YES,CLEAR,1,0.12,1
SWIFT_00001810,GB,RU,EUR,119907.89,OFFSHORE_TRUST,TIER_2_ENHANCED,YES,CLEAR,14,0.17,1
SWIFT_00001811,DE,GB,INR,56280.72,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,12,0.89,0
SWIFT_00001812,PA,HK,USD,39981.95,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,5,0.62,1
SWIFT_00001813,PA,IN,INR,165364.94,ESCROW,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,7,0.98,1
SWIFT_00001814,AE,AE,USD,201661.55,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,8,0.17,0
SWIFT_00001815,GB,CY,AED,188388.71,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.42,1
SWIFT_00001816,GB,IN,USD,74569.03,ESCROW,TIER_2_ENHANCED,NO,CLEAR,13,0.09,0
SWIFT_00001817,DE,VG,INR,106495.80,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,POTENTIAL_SANCTION_MATCH,1,0.17,1
SWIFT_00001818,GB,SG,GBP,109135.00,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,6,0.93,0
SWIFT_00001819,PA,US,EUR,67530.90,ESCROW,TIER_1_STANDARD,NO,CLEAR,12,0.23,1
SWIFT_00001820,IN,GB,USD,28576.04,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,13,0.82,0
SWIFT_00001821,GB,IN,SGD,87841.65,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,2,0.34,0
SWIFT_00001822,GB,AE,EUR,166324.05,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,2,0.86,1
SWIFT_00001823,SG,AE,AED,194805.85,OFFSHORE_TRUST,TIER_2_ENHANCED,NO,CLEAR,5,0.62,1
SWIFT_00001824,PA,US,INR,56457.00,CORPORATE_CURRENT,TIER_1_STANDARD,NO,CLEAR,14,0.47,1
SWIFT_00001825,SG,VG,AED,54590.39,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,CLEAR,7,0.30,1
SWIFT_00001826,AE,HK,SGD,89544.37,ESCROW,TIER_1_STANDARD,NO,CLEAR,10,0.55,0
SWIFT_00001827,PA,US,SGD,54331.77,CORPORATE_CURRENT,TIER_1_STANDARD,YES,POTENTIAL_SANCTION_MATCH,8,0.08,1
SWIFT_00001828,PA,HK,AED,109156.83,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,CLEAR,4,0.55,1
SWIFT_00001829,KY,IN,EUR,135264.71,INDIVIDUAL_SAVINGS,TIER_1_STANDARD,NO,CLEAR,12,0.43,1
SWIFT_00001830,CH,GB,GBP,241634.00,CORPORATE_CURRENT,TIER_2_ENHANCED,NO,POTENTIAL_SANCTION_MATCH,10,0.98,1
SWIFT_00001831,IN,VG,SGD,66116.47,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,NO,CLEAR,5,0.31,0
SWIFT_00001832,KY,VG,EUR,120813.55,ESCROW,TIER_3_SIMPLIFIED,YES,CLEAR,15,0.02,1
SWIFT_00001833,AE,RU,USD,7572.45,OFFSHORE_TRUST,TIER_3_SIMPLIFIED,YES,CLEAR,11,0.55,1
SWIFT_00001834,PA,GB,GBP,241171.50,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,NO,CLEAR,15,0.69,1
SWIFT_00001835,IN,VG,USD,231564.81,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,12,0.47,0
SWIFT_00001836,PA,GB,INR,135388.63,CORPORATE_CURRENT,TIER_3_SIMPLIFIED,NO,CLEAR,3,0.46,1
SWIFT_00001837,CH,US,EUR,178899.39,INDIVIDUAL_SAVINGS,TIER_3_SIMPLIFIED,YES,CLEAR,1,0.61,1
SWIFT_00001838,KY,GB,GBP,24635.64,OFFSHORE_TRUST,TIER_1_STANDARD,NO,CLEAR,2,0.11,1
